RequestId,69bd9827620f00a58b1a07d2
X,HFCT
225480,1.450293422
225615,1.465528131
225750,1.487592459
225885,1.393106818
226020,1.403022051
226155,1.415968776
226290,1.463353872
226425,1.457888722
226560,1.470111489
226695,1.499023318
226830,1.502971053
226965,1.491190076
227100,1.477207541
227235,1.472810626
227370,1.421899319
227505,1.476642489
227640,1.487853408
227775,1.485900998
227910,1.453683257
228045,1.408481598
228180,1.422073841
228315,1.420137405
228450,1.430695176
228585,1.447317481
228720,1.391150951
228855,1.415656447
228990,1.471299291
229125,1.432931185
229260,1.460518479
229395,1.440024972
229530,1.415422797
229665,1.451918602
229800,1.452820539
229935,1.439850807
230070,1.408996582
230205,1.352532268
230340,1.431548715
230475,1.376521826
230610,1.459457278
230745,1.412108541
230880,1.388879061
231015,1.437638521
231150,1.460054398
231285,1.412827969
231420,1.392139316
231555,1.426296711
231690,1.38297677
231825,1.396502137
231960,1.440298557
232095,1.443972826
232230,1.454072714
232365,1.480992794
232500,1.429503798
232635,1.386928678
232770,1.357141733
232905,1.410748005
233040,1.475953817
233175,1.437735319
233310,1.387485385
233445,1.403428674
233580,1.442967415
233715,1.479088068
233850,1.40039587
233985,1.433140159
234120,1.431674838
234255,1.403895617
234390,1.410667419
234525,1.396478295
234660,1.403066039
234795,1.427702427
234930,1.370633006
235065,1.364720225
235200,1.479934216
235335,1.382629395
235470,1.405128121
235605,1.491902232
235740,1.45847261
235875,1.382496953
236010,1.421921253
236145,1.429626346
236280,1.467777491
