site,spectrum id,org,running state,label source,B2 mean,B2 power,B2 log,B2 std,B2 max,mean power,std power,total power,log total,max power,B1 mean,B1 power,B1 log,B1 std,spectral slope,B1 max,B4 B2 ratio,B3 power,B3 log,B3 mean,B3 std,B3 max,B4 frac,B4 B1 ratio,log B4 B1,band gradient,spectral spread,peak to mean,crest factor,log hi lo,hi lo ratio,spectral kurtosis,spectral skew,B3 B2 ratio,spectral flatness,band range,spectral centroid,B4 mean,B4 power,B4 log,spectral entropy,B4 std,B2 B1 ratio,log B2 B1,spectral slope norm,lr B2 B4,clr B2,clr B4,ilr 3,alr B4,lr B1 B4,band gradient proper,lr B3 B4,ssn_B1,rolloff_norm_B3,curvature_B2,flat_fraction,vote_ssn_B1,wvote_ssn_B1,vote_lr_B2_B4,wvote_lr_B2_B4,vote_spectral_spread,wvote_spectral_spread,vote_rolloff_norm_B3,wvote_rolloff_norm_B3,vote_curvature_B2,wvote_curvature_B2,total_votes,weighted_score,weighted_score_norm,prediction,flat_override
GAPAC_TG4,TG4_20250807_1616,GAP,ON,manual,2676.48,5352954.0,15.49,4074.71,28251.1,18859.39,62751.84,151000000.0,18.83,425624.5,72659.21,145000000.0,18.79,108952.8,0.0,425624.5,0.01,159241.0,11.98,79.62,185.03,1410.06,0.0,0.0,0.0,-2.7,531.47,22.57,4.75,0.0,0.0,14.11,3.78,0.03,0.01,8.09,404.12,22.24,44477.5,10.7,0.75,33.73,0.04,0.04,-0.0013,4.79,1.25,-3.54,4.09,8.13,8.09,-2.7,1.28,-0.2478756312910356,0.203,-2.898022393606817,0.38,0.0,0.0,1.0,0.839,1.0,0.811,1.0,0.738,0.0,0.0,3.0,2.388,0.5893385982230998,ON,0
GAPAC_TG4,TG4_20250820_1621,GAP,ON,manual,3242.0,6483998.0,15.68,4929.29,33703.37,17499.83,56314.66,140000000.0,18.76,336526.3,66580.41,133000000.0,18.71,97172.07,0.0,336526.3,0.01,307394.0,12.64,153.7,377.99,2505.42,0.0,0.0,0.0,-2.65,598.31,19.23,4.39,0.0,0.0,12.46,3.63,0.05,0.01,7.96,472.62,23.21,46421.79,10.75,0.76,36.07,0.05,0.05,-0.0013,4.94,1.24,-3.7,4.27,8.01,7.96,-2.65,1.89,-0.2335671738761368,0.204,-3.314037760598945,0.3505,0.0,0.0,1.0,0.839,0.0,0.0,1.0,0.738,0.0,0.0,2.0,1.577,0.3891905231984205,ON,0
Towantic_STG,20240518_0825 STG,Tow,ON,manual,3352.62,6705233.0,15.72,9876.61,67515.29,4614.59,9668.25,36912077.0,17.42,67515.29,15095.22,30190434.0,17.22,11061.99,0.0,45850.97,0.0,1114.18,7.02,0.56,0.28,3.52,0.0,0.0,0.0,-2.53,548.0,14.63,3.83,0.0,0.0,8.74,2.82,0.0,0.01,10.21,1464.96,7.65,15296.68,9.64,0.84,1.74,0.22,0.2,-0.0013,6.08,3.32,-2.76,3.19,7.79,7.59,-2.53,-2.62,0.0965061750532861,0.829,-2.2977759852290323,0.3716714589323665,1.0,0.945,1.0,0.839,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7839999999999998,0.4402764067127344,ON,0
Millenium_GT1_step,GT1 EMI Gen 20250429_1019,Mil,ON,manual,2046.18,4092357.0,15.22,6417.2,107873.8,4264.91,9699.76,34115009.0,17.35,107873.8,15001.22,30002431.0,17.22,13365.6,0.0,65252.64,0.0,5163.8,8.55,2.58,6.07,131.48,0.0,0.0,0.0,-2.53,757.24,25.29,5.03,0.0,0.0,17.29,3.69,0.0,0.02,8.67,1049.08,7.53,15056.42,9.62,0.84,4.08,0.14,0.13,-0.0013,5.61,2.57,-3.03,3.5,7.73,7.6,-2.53,-1.07,-0.0262604913971624,0.642,-1.85851278558422,0.2434054256782097,1.0,0.945,1.0,0.839,0.0,0.0,1.0,0.738,0.0,0.0,3.0,2.522,0.6224086870681145,ON,0
Van_GT2,20250407_1628,Van,ON,manual,601.6,1203203.0,14.0,1602.6,12519.1,25137.08,83237.54,201000000.0,19.12,879128.5,99850.75,200000000.0,19.11,142353.6,0.0,879128.5,0.14,1203.91,7.09,0.6,0.72,4.68,0.0,0.0,0.0,-2.37,504.95,34.97,5.91,0.0,0.0,46.22,6.17,0.0,0.0,12.02,872.77,82.78,165555.8,12.02,0.78,138.07,0.01,0.01,-0.0014,1.98,0.94,-1.04,1.2,7.1,7.1,-2.37,-4.92,-0.0749277615947992,0.9315,0.3211641357471512,0.0350043755469433,0.0,0.0,0.0,0.0,1.0,0.811,0.0,0.0,1.0,0.719,2.0,1.53,0.3775913129318855,ON,0
Van_GT2,20250925_1228,Van,ON,manual,912.06,1824122.0,14.42,2527.97,20133.83,28789.94,94541.26,230000000.0,19.25,923410.7,114172.1,228000000.0,19.25,161323.1,0.0,923410.7,0.08,1044.26,6.95,0.52,0.38,5.19,0.0,0.0,0.0,-2.44,480.27,32.07,5.66,0.0,0.0,38.08,5.66,0.0,0.0,12.29,886.35,75.08,150153.0,11.92,0.78,99.78,0.01,0.01,-0.0014,2.5,1.28,-1.21,1.4,7.34,7.33,-2.44,-4.97,-0.0747005043487646,0.9065,0.3606167497089856,0.056875,1.0,0.945,0.0,0.0,1.0,0.811,0.0,0.0,1.0,0.719,3.0,2.475,0.6108094768015796,ON,0
Van_GT2,20251017_1712,Van,ON,manual,1261.48,2522953.0,14.74,4566.62,34880.2,28511.03,91628.32,228000000.0,19.25,868979.2,112713.4,225000000.0,19.23,155266.7,0.0,868979.2,0.05,1136.86,7.04,0.57,0.66,16.91,0.0,0.0,0.0,-2.47,497.43,30.48,5.52,0.0,0.0,38.25,5.7,0.0,0.0,12.2,911.48,68.65,137302.8,11.83,0.78,111.78,0.01,0.01,-0.0014,2.91,1.53,-1.38,1.59,7.42,7.4,-2.47,-4.79,-0.0514777699444035,0.921,1.6619733319744712,0.057875,1.0,0.945,0.0,0.0,1.0,0.811,0.0,0.0,1.0,0.719,3.0,2.475,0.6108094768015796,ON,0
GAPAC_TG4,TG4_20250107_0822,GAP,ON,manual,744.04,1488080.0,14.21,2759.32,51834.61,23971.55,77067.05,192000000.0,19.07,427756.5,95092.98,190000000.0,19.06,130390.8,0.0,427756.5,0.03,32456.91,10.39,16.24,49.03,494.22,0.0,0.0,0.0,-2.81,389.14,17.84,4.22,0.0,0.0,11.17,3.5,0.02,0.0,8.68,396.68,20.96,41916.49,10.64,0.76,43.03,0.01,0.01,-0.0014,3.57,0.64,-2.93,3.39,8.43,8.42,-2.81,-0.26,-0.1858483002964421,0.2615,-3.1399027731222597,0.3682960370046256,0.0,0.0,1.0,0.839,1.0,0.811,1.0,0.738,0.0,0.0,3.0,2.388,0.5893385982230998,ON,0
Van_GT2,20250728_0851,Van,OFF,cluster,6.69,13370.11,9.5,13.44,88.97,23876.58,69115.48,191000000.0,19.07,1225085.0,95492.89,191000000.0,19.07,110766.7,0.0,1225085.0,0.95,784.42,6.67,0.39,0.33,5.4,0.0,0.0,0.0,-3.21,493.85,51.31,7.16,0.0,0.0,47.81,5.6,0.06,0.0,12.4,881.79,6.37,12741.75,9.45,0.79,4.83,0.0,0.0,-0.0014,0.05,-1.67,-1.72,1.98,9.62,9.62,-3.21,-2.79,-0.1328575974760278,0.8235,0.1881905452320185,0.178375,0.0,0.0,0.0,0.0,1.0,0.811,0.0,0.0,1.0,0.719,2.0,1.53,0.3775913129318855,ON,0
Van_GT2,20250814_1253,Van,OFF,cluster,5.84,11689.74,9.37,11.67,107.27,27465.95,95504.16,220000000.0,19.21,974698.1,109852.0,220000000.0,19.21,165632.8,0.0,974698.1,0.95,817.43,6.71,0.41,0.43,6.88,0.0,0.0,0.0,-3.3,429.95,35.49,5.96,0.0,0.0,38.23,5.73,0.07,0.0,12.5,862.13,5.55,11107.28,9.32,0.76,2.76,0.0,0.0,-0.0014,0.05,-1.78,-1.83,2.12,9.89,9.89,-3.3,-2.61,-0.1820879900520033,0.804,0.1168681593018841,0.19825,0.0,0.0,0.0,0.0,1.0,0.811,0.0,0.0,1.0,0.719,2.0,1.53,0.3775913129318855,ON,0
Van_GT2,20251017_2013,Van,ON,manual,1140.99,2281976.0,14.64,3653.94,28670.17,27021.7,73161.68,216000000.0,19.19,989369.0,106860.7,214000000.0,19.18,113566.4,0.0,989369.0,0.07,1201.27,7.09,0.6,0.58,5.65,0.0,0.0,0.0,-2.38,537.29,36.61,6.05,0.0,0.0,41.48,5.39,0.0,0.0,12.09,946.74,84.5,169004.1,12.04,0.81,128.3,0.01,0.01,-0.0014,2.6,1.4,-1.2,1.39,7.15,7.14,-2.38,-4.95,-0.0247476604670948,0.927,0.2125514512866768,0.0285,1.0,0.945,0.0,0.0,1.0,0.811,0.0,0.0,1.0,0.719,3.0,2.475,0.6108094768015796,ON,0
Van_GT2,20251017_1912,Van,ON,manual,1074.11,2148219.0,14.58,4033.09,30115.42,27300.58,79959.46,218000000.0,19.2,1147604.0,108048.6,216000000.0,19.19,129859.1,0.0,1147604.0,0.07,1179.22,7.07,0.59,0.54,6.19,0.0,0.0,0.0,-2.41,524.64,42.04,6.48,0.0,0.0,41.31,5.63,0.0,0.0,12.12,951.47,79.01,158016.3,11.97,0.8,131.37,0.01,0.01,-0.0014,2.61,1.38,-1.23,1.42,7.23,7.22,-2.41,-4.9,-0.0252395811949205,0.9225,0.3547314487172962,0.0235,1.0,0.945,0.0,0.0,1.0,0.811,0.0,0.0,1.0,0.719,3.0,2.475,0.6108094768015796,ON,0
Van_GT2,20250403_1631,Van,ON,manual,464.09,928173.8,13.74,1451.69,12555.21,29071.85,93899.61,233000000.0,19.26,927232.3,115746.5,231000000.0,19.26,158886.2,0.0,927232.3,0.13,1083.19,6.99,0.54,0.6,7.75,0.0,0.0,0.0,-2.51,469.48,31.89,5.65,0.0,0.0,35.71,5.51,0.0,0.0,12.27,878.61,61.77,123531.4,11.72,0.78,98.25,0.0,0.0,-0.0014,2.02,0.81,-1.2,1.39,7.54,7.54,-2.51,-4.74,-0.0703383808348406,0.9275,0.772276055615446,0.0545068133516689,1.0,0.945,0.0,0.0,1.0,0.811,0.0,0.0,1.0,0.719,3.0,2.475,0.6108094768015796,ON,0
Van_GT3,20251005_1623,Van,OFF,cluster,301.45,602908.7,13.31,2722.4,66393.08,22557.58,91931.01,180000000.0,19.01,976057.3,89920.69,180000000.0,19.01,166575.5,0.0,976057.3,0.02,1913.77,7.56,0.96,1.26,12.53,0.0,0.0,0.0,-3.14,462.65,43.27,6.58,0.0,0.0,53.43,6.78,0.0,0.0,11.45,908.2,7.21,14418.55,9.58,0.74,6.53,0.0,0.0,-0.0014,3.73,0.95,-2.79,3.22,9.43,9.43,-3.14,-2.02,-0.1047660627606382,0.882,-0.6763042904968201,0.175375,0.0,0.0,1.0,0.839,1.0,0.811,0.0,0.0,0.0,0.0,2.0,1.65,0.4072063178677196,ON,0
GAPAC_TG4,TG4_20250813_2015,GAP,ON,manual,5737.23,11474461.0,16.26,9323.29,66162.24,19086.07,59807.0,153000000.0,18.84,394887.6,70488.89,141000000.0,18.76,103324.9,0.0,394887.6,0.0,196813.2,12.19,98.41,244.73,1809.68,0.0,0.0,0.0,-2.73,696.89,20.69,4.55,0.0,0.0,15.07,3.84,0.02,0.01,8.18,567.52,19.76,39529.49,10.58,0.77,30.09,0.08,0.08,-0.0014,5.67,1.81,-3.86,4.46,8.26,8.18,-2.73,1.61,-0.2169358923380624,0.203,-3.5167115115868937,0.3815,0.0,0.0,1.0,0.839,0.0,0.0,1.0,0.738,0.0,0.0,2.0,1.577,0.3891905231984205,ON,0
Van_GT2,20250925_1630,Van,ON,manual,1133.17,2266340.0,14.63,2687.56,18162.97,27189.99,64995.15,218000000.0,19.2,787551.1,107512.8,215000000.0,19.19,91033.54,0.0,787551.1,0.1,1023.04,6.93,0.51,0.4,5.83,0.0,0.0,0.0,-2.28,571.79,28.96,5.38,0.0,0.0,25.27,4.14,0.0,0.0,12.25,916.3,113.51,227018.3,12.33,0.82,200.88,0.01,0.01,-0.0014,2.3,1.36,-0.94,1.08,6.87,6.85,-2.28,-5.4,-0.0333617171104371,0.891,0.0835517668002301,0.038,1.0,0.945,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.719,2.0,1.664,0.4106614017769003,ON,0
Van_GT2,20251017_1812,Van,ON,manual,803.28,1606563.0,14.29,2643.65,21148.18,26054.5,81392.62,208000000.0,19.16,849172.0,103370.5,207000000.0,19.15,136092.9,0.0,849172.0,0.05,1032.82,6.94,0.52,0.43,5.73,0.0,0.0,0.0,-2.59,496.27,32.59,5.71,0.0,0.0,41.93,5.83,0.0,0.0,12.21,876.61,43.66,87322.61,11.38,0.79,66.44,0.01,0.01,-0.0014,2.91,1.35,-1.56,1.8,7.78,7.77,-2.59,-4.44,-0.062921079391636,0.914,0.3773166129832573,0.049875,1.0,0.945,0.0,0.0,1.0,0.811,0.0,0.0,1.0,0.719,3.0,2.475,0.6108094768015796,ON,0
Har_CT1,20250113_1114,Har,ON,cluster,67188.36,134000000.0,18.72,144713.5,891945.7,267013.0,727059.5,2140000000.0,21.48,4313375.0,999080.2,2000000000.0,21.42,1172908.0,0.0,4313375.0,0.01,2347871.0,14.67,1174.52,3654.29,30031.35,0.0,0.0,0.0,-2.55,530.67,16.15,4.02,0.0,0.0,13.89,3.72,0.02,0.01,7.65,850.77,475.88,951758.7,13.77,0.8,545.09,0.07,0.07,-0.0014,4.95,1.57,-3.38,3.9,7.72,7.65,-2.55,0.9,-0.031977538319912,0.192,0.9506659526064836,0.133766720840105,1.0,0.945,1.0,0.839,1.0,0.811,1.0,0.738,1.0,0.719,5.0,4.052,1.0,ON,0
GAPAC_TG4,TG4_20250718_1746,GAP,ON,manual,4612.4,9224795.0,16.04,6724.35,44478.31,21285.44,71940.77,170000000.0,18.95,521321.3,80451.54,161000000.0,18.9,126382.0,0.0,521321.3,0.0,90203.55,11.41,45.12,121.67,1229.36,0.0,0.0,0.0,-2.73,585.25,24.49,4.95,0.0,0.0,21.29,4.46,0.01,0.01,8.2,535.85,22.09,44171.19,10.7,0.76,35.49,0.06,0.06,-0.0014,5.34,1.78,-3.56,4.12,8.26,8.2,-2.73,0.71,-0.208440952195509,0.1595,-3.32503123182792,0.3785473184148018,0.0,0.0,1.0,0.839,0.0,0.0,1.0,0.738,0.0,0.0,2.0,1.577,0.3891905231984205,ON,0
GAPAC_TG4,TG4_20251003_0028,GAP,ON,manual,6409.03,12818057.0,16.37,10200.47,71197.15,26706.47,84700.06,214000000.0,19.18,530145.9,100300.0,201000000.0,19.12,146096.1,0.0,530145.9,0.0,171388.6,12.05,85.69,246.39,2319.79,0.0,0.0,0.0,-2.69,641.56,19.85,4.46,0.0,0.0,13.15,3.67,0.01,0.01,8.08,512.85,31.18,62364.89,11.04,0.76,56.23,0.06,0.06,-0.0014,5.33,1.72,-3.6,4.16,8.14,8.08,-2.69,1.01,-0.2252204907994875,0.2105,-3.524360469248321,0.345375,0.0,0.0,1.0,0.839,0.0,0.0,1.0,0.738,0.0,0.0,2.0,1.577,0.3891905231984205,ON,0
GAPAC_TG4,TG4_20250804_0016,GAP,ON,manual,5583.6,11167197.0,16.23,8937.76,62683.25,25823.81,81989.9,207000000.0,19.15,496178.8,97609.28,195000000.0,19.09,141131.8,0.0,496178.8,0.0,161185.4,11.99,80.59,198.49,1617.74,0.0,0.0,0.0,-2.8,616.83,19.21,4.38,0.0,0.0,12.23,3.59,0.01,0.01,8.41,490.4,21.79,43582.81,10.68,0.76,31.83,0.06,0.06,-0.0014,5.55,1.73,-3.82,4.41,8.46,8.41,-2.8,1.31,-0.2256961048495838,0.209,-3.507341920202101,0.36775,0.0,0.0,1.0,0.839,0.0,0.0,1.0,0.738,0.0,0.0,2.0,1.577,0.3891905231984205,ON,0
GAPAC_TG4,TG4_20250723_0432,GAP,ON,manual,6336.41,12672825.0,16.35,9528.86,59680.48,23069.09,80238.27,185000000.0,19.03,605010.4,85782.0,172000000.0,18.96,142799.9,0.0,605010.4,0.0,269614.0,12.5,134.81,338.51,2534.98,0.0,0.0,0.0,-2.74,649.42,26.23,5.12,0.0,0.0,25.69,4.89,0.02,0.01,8.22,594.93,23.14,46289.06,10.74,0.76,36.87,0.07,0.07,-0.0014,5.61,1.71,-3.9,4.5,8.29,8.22,-2.74,1.76,-0.1917224372612457,0.209,-3.4280476828143427,0.370875,0.0,0.0,1.0,0.839,0.0,0.0,1.0,0.738,0.0,0.0,2.0,1.577,0.3891905231984205,ON,0
GAPAC_TG4,TG4_20250103_1659,GAP,ON,cluster,1294.14,2588275.0,14.77,4217.28,76825.86,33704.87,107762.6,270000000.0,19.41,638938.9,133457.5,267000000.0,19.4,182094.5,0.0,638938.9,0.02,54728.34,10.91,27.38,99.48,1006.78,0.0,0.0,0.0,-2.88,399.39,18.96,4.35,0.0,0.0,11.55,3.51,0.02,0.0,8.64,414.08,23.66,47313.09,10.76,0.76,53.65,0.01,0.01,-0.0014,4.0,0.81,-3.2,3.69,8.65,8.64,-2.88,0.15,-0.1824954358653458,0.241,-3.769102665955214,0.3761720215026878,0.0,0.0,1.0,0.839,1.0,0.811,1.0,0.738,0.0,0.0,3.0,2.388,0.5893385982230998,ON,0
Har_CT1,20241020_1113,Har,ON,cluster,59116.87,118000000.0,18.59,133812.4,754170.9,224632.1,611445.0,1800000000.0,21.31,3446192.0,837232.9,1670000000.0,21.24,987268.9,0.0,3446192.0,0.01,3443225.0,15.05,1722.47,4817.42,47877.53,0.0,0.0,0.0,-2.6,541.46,15.34,3.92,0.0,0.0,12.37,3.55,0.03,0.01,7.8,838.98,344.55,689097.0,13.44,0.8,484.92,0.07,0.07,-0.0014,5.15,1.51,-3.64,4.2,7.87,7.8,-2.6,1.61,-0.0381582004864178,0.203,0.6328258904574744,0.167645955744468,1.0,0.945,1.0,0.839,1.0,0.811,1.0,0.738,1.0,0.719,5.0,4.052,1.0,ON,0
Van_GT3,20250903_1651,Van,OFF,cluster,158.81,317624.9,12.67,818.78,16995.28,22633.32,92218.01,181000000.0,19.01,980067.7,90368.12,181000000.0,19.01,167028.8,0.0,980067.7,0.04,1460.98,7.29,0.73,1.23,23.34,0.0,0.0,0.0,-3.23,447.22,43.3,6.58,0.0,0.0,51.5,6.66,0.0,0.0,11.73,902.2,5.62,11249.5,9.33,0.73,2.67,0.0,0.0,-0.0014,3.34,0.59,-2.75,3.17,9.69,9.68,-3.23,-2.04,-0.1156735409511378,0.782,-0.8040807912807425,0.180375,0.0,0.0,0.0,0.0,1.0,0.811,0.0,0.0,0.0,0.0,1.0,0.811,0.2001480750246792,OFF,0
Van_GT3,20250701_1251,Van,OFF,cluster,213.17,426347.6,12.96,1141.08,23658.91,23572.15,97761.91,189000000.0,19.05,1032246.0,94057.74,188000000.0,19.05,177760.8,0.0,1032246.0,0.02,1130.12,7.03,0.57,0.91,14.57,0.0,0.0,0.0,-3.26,445.74,43.79,6.62,0.0,0.0,54.37,6.84,0.0,0.0,12.02,915.15,5.33,10651.17,9.27,0.73,2.26,0.0,0.0,-0.0015,3.69,0.88,-2.81,3.24,9.78,9.78,-3.26,-2.24,-0.1138770919209019,0.7145,-1.284001916605455,0.1993999249906238,0.0,0.0,1.0,0.839,1.0,0.811,1.0,0.738,0.0,0.0,3.0,2.388,0.5893385982230998,ON,0
Towantic_STG,20240621_1055 STG,Tow,ON,cluster,1844.8,3689601.0,15.12,5333.71,49322.56,11970.52,38594.2,95764141.0,18.38,678527.6,46028.55,92057099.0,18.34,66187.19,0.0,678527.6,0.0,1757.96,7.47,0.88,2.21,38.59,0.0,0.0,0.0,-2.89,570.21,56.68,7.53,0.0,0.0,75.79,7.51,0.0,0.0,10.87,776.2,7.84,15682.54,9.66,0.8,1.79,0.04,0.04,-0.0015,5.46,2.47,-2.99,3.45,8.72,8.68,-2.89,-2.19,-0.0403245960901984,0.7995,-1.6662666754880793,0.234875,1.0,0.945,1.0,0.839,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7839999999999998,0.4402764067127344,ON,0
Towantic_STG,20250109_1622 STG,Tow,ON,cluster,3314.55,6629090.0,15.71,8973.76,63382.3,16722.73,41775.72,134000000.0,18.71,606623.4,63561.27,127000000.0,18.66,62991.21,0.0,606623.4,0.0,6026.22,8.7,3.01,7.33,84.77,0.0,0.0,0.0,-2.86,605.91,36.28,6.02,0.0,0.0,30.47,4.61,0.0,0.01,9.96,1089.84,12.07,24144.63,10.09,0.82,13.53,0.05,0.05,-0.0015,5.62,2.42,-3.2,3.69,8.62,8.57,-2.86,-1.39,0.0361489551687214,0.769,-1.487115689319833,0.192625,1.0,0.945,1.0,0.839,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7839999999999998,0.4402764067127344,ON,0
SQN2,SQN NG Unit 2 20250525_2247,SQN,OFF,cluster,168.45,84224.77,11.34,566.0,9016.09,169.96,431.96,339920.9,12.74,9016.09,349.54,174769.8,12.07,543.33,0.0,5188.88,0.37,49740.71,10.81,99.48,240.47,2843.96,0.09,0.18,0.16,-0.57,507.75,53.05,7.28,0.27,0.31,120.05,8.52,0.59,0.24,1.72,604.66,62.37,31185.56,10.35,0.84,155.54,0.48,0.39,-0.0015,0.99,0.2,-0.8,0.92,2.39,1.72,-0.57,0.47,-0.1086537781359431,0.746,-0.3215561068508163,0.067,0.0,0.0,0.0,0.0,1.0,0.811,0.0,0.0,0.0,0.0,1.0,0.811,0.2001480750246792,OFF,0
Van_GT3,20250920_1615,Van,OFF,cluster,4009.87,8019746.0,15.9,8937.66,65356.03,53567.83,126349.7,429000000.0,19.88,1448672.0,210062.9,420000000.0,19.86,176387.4,0.0,1448672.0,0.05,8578.03,9.06,4.29,8.43,96.64,0.0,0.0,0.0,-2.33,515.89,27.04,5.2,0.0,0.0,18.85,3.77,0.0,0.0,10.8,927.86,194.28,388552.8,12.87,0.82,333.98,0.02,0.02,-0.0015,3.03,1.48,-1.55,1.79,7.01,6.99,-2.33,-3.81,-0.0134356105324087,0.974,-0.5282603706220727,0.025625,1.0,0.945,0.0,0.0,1.0,0.811,0.0,0.0,0.0,0.0,2.0,1.756,0.4333662388943732,ON,0
Van_GT3,20250701_0850,Van,OFF,cluster,379.93,759854.8,13.54,1677.84,25799.96,24298.84,102698.9,194000000.0,19.09,1139624.0,96796.75,194000000.0,19.08,187541.7,0.0,1139624.0,0.02,1389.23,7.24,0.69,1.44,15.55,0.0,0.0,0.0,-3.24,460.91,46.9,6.85,0.0,0.0,61.84,7.29,0.0,0.0,11.84,926.78,5.82,11640.56,9.36,0.73,3.0,0.0,0.0,-0.0015,4.18,1.24,-2.94,3.4,9.72,9.72,-3.24,-2.13,-0.1025232869958575,0.6845,-1.520160300723197,0.1818977372171521,0.0,0.0,1.0,0.839,1.0,0.811,1.0,0.738,0.0,0.0,3.0,2.388,0.5893385982230998,ON,0
Millenium_GT1_step,GT1 EMI Gen 20250429_1526,Mil,ON,cluster,2910.75,5821508.0,15.58,6640.9,70276.73,11316.31,31379.8,90519158.0,18.32,280957.5,42335.92,84671842.0,18.25,51044.5,0.0,280957.5,0.0,10832.45,9.29,5.42,12.16,161.73,0.0,0.0,0.0,-2.88,724.79,24.83,4.98,0.0,0.0,19.04,4.17,0.0,0.01,8.96,857.53,7.49,14975.68,9.61,0.81,3.79,0.07,0.07,-0.0015,5.96,2.39,-3.57,4.12,8.71,8.64,-2.88,-0.32,-0.0668622690612887,0.527,-1.3902860441527547,0.2461557694711839,1.0,0.945,1.0,0.839,0.0,0.0,1.0,0.738,0.0,0.0,3.0,2.522,0.6224086870681145,ON,0
Van_GT3,20250818_162850,Van,OFF,cluster,3196.57,6393144.0,15.67,7578.35,78921.25,56885.26,129104.6,455000000.0,19.94,916636.2,224182.7,448000000.0,19.92,171143.4,0.0,916636.2,0.05,6561.18,8.79,3.28,5.88,52.94,0.0,0.0,0.0,-2.42,484.1,16.11,4.01,0.0,0.0,10.15,2.98,0.0,0.0,11.13,893.04,158.5,317007.3,12.67,0.82,247.65,0.01,0.01,-0.0015,3.0,1.41,-1.6,1.84,7.27,7.25,-2.42,-3.88,-0.0298755027928262,0.9725,-0.0706442061175101,0.056,1.0,0.945,0.0,0.0,1.0,0.811,0.0,0.0,1.0,0.719,3.0,2.475,0.6108094768015796,ON,0
Van_GT2,20250407_1226,Van,ON,manual,243.6,487195.3,13.1,669.61,3596.64,23530.86,68284.5,188000000.0,19.05,926449.0,93861.27,188000000.0,19.05,109785.4,0.0,926449.0,0.03,734.12,6.6,0.37,0.24,4.63,0.0,0.0,0.0,-3.19,500.57,39.37,6.27,0.0,0.0,38.2,5.3,0.0,0.0,12.45,892.26,6.46,12913.7,9.47,0.79,3.84,0.0,0.0,-0.0015,3.63,1.04,-2.59,2.99,9.59,9.58,-3.19,-2.87,-0.0539088934706077,0.831,1.0229736873131887,0.1787723465433179,1.0,0.945,1.0,0.839,1.0,0.811,0.0,0.0,1.0,0.719,4.0,3.314,0.8178677196446199,ON,0
Van_GT3,20250620_0812,Van,OFF,cluster,387.84,775687.6,13.56,2064.67,34307.65,19705.59,56483.13,158000000.0,18.88,863098.2,78417.52,157000000.0,18.87,90327.77,0.0,863098.2,0.02,1518.18,7.33,0.76,1.79,17.31,0.0,0.0,0.0,-3.14,526.71,43.8,6.62,0.0,0.0,31.0,4.8,0.0,0.0,11.54,878.9,6.38,12769.49,9.45,0.79,4.37,0.0,0.0,-0.0015,4.11,1.26,-2.85,3.29,9.42,9.42,-3.14,-2.13,-0.0477842353283657,0.674,-1.3174558902078612,0.1675209401175147,1.0,0.945,1.0,0.839,1.0,0.811,1.0,0.738,0.0,0.0,4.0,3.333,0.8225567620927937,ON,0
OPPD_NC1,20251024_1817,OPP,ON,cluster,4174.31,2087153.0,14.55,12239.57,88982.37,11664.83,30564.13,23329658.0,16.97,873807.1,30260.47,15130235.0,16.53,29279.34,0.0,177892.3,2.05,1824078.0,14.42,3648.16,46292.05,873807.1,0.18,0.28,0.25,-0.42,621.22,74.91,8.66,0.3,0.36,358.21,14.65,0.87,0.18,2.12,561.72,8576.39,4288192.0,15.27,0.84,10531.44,0.14,0.13,-0.0015,-0.72,-0.64,0.08,-0.09,1.69,1.26,-0.42,-0.85,-0.0600791534717372,0.144,2.100616159168247,0.0,1.0,0.945,0.0,0.0,0.0,0.0,1.0,0.738,1.0,0.719,3.0,2.402,0.5927936821322803,ON,0
GAPAC_TG3,TG3_20250813_2013,GAP,ON,manual,3715.76,7431520.0,15.82,6437.39,50313.41,33249.09,88947.49,266000000.0,19.4,832442.7,129207.1,258000000.0,19.37,138976.2,0.0,832442.7,0.01,32426.24,10.39,16.22,25.14,280.17,0.0,0.0,0.0,-2.69,552.87,25.04,5.0,0.0,0.0,19.64,4.14,0.0,0.01,8.98,656.74,40.64,81280.55,11.31,0.81,62.03,0.03,0.03,-0.0015,4.52,1.6,-2.92,3.37,8.09,8.06,-2.69,-0.92,-0.074270087178584,0.734,-0.8002922970527774,0.2774096762095261,1.0,0.945,1.0,0.839,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7839999999999998,0.4402764067127344,ON,0
GAPAC_TG3,TG3_20250914_0134,GAP,ON,manual,5995.88,11991755.0,16.3,11944.34,96523.4,36951.72,99374.26,296000000.0,19.5,842126.3,141719.6,283000000.0,19.46,157143.2,0.0,842126.3,0.01,43037.8,10.67,21.53,42.72,850.76,0.0,0.0,0.0,-2.64,576.08,22.79,4.77,0.0,0.0,19.29,4.12,0.0,0.01,8.79,669.4,51.38,102753.5,11.54,0.81,85.37,0.04,0.04,-0.0015,4.76,1.81,-2.95,3.41,7.96,7.92,-2.64,-0.87,-0.0739874859457009,0.7185,-0.2351426249704927,0.2405300662582823,1.0,0.945,1.0,0.839,0.0,0.0,1.0,0.738,1.0,0.719,4.0,3.241,0.7998519249753209,ON,0
