site,spectrum id,org,running state,label source,B2 mean,B2 power,B2 log,B2 std,B2 max,mean power,std power,total power,log total,max power,B1 mean,B1 power,B1 log,B1 std,spectral slope,B1 max,B4 B2 ratio,B3 power,B3 log,B3 mean,B3 std,B3 max,B4 frac,B4 B1 ratio,log B4 B1,band gradient,spectral spread,peak to mean,crest factor,log hi lo,hi lo ratio,spectral kurtosis,spectral skew,B3 B2 ratio,spectral flatness,band range,spectral centroid,B4 mean,B4 power,B4 log,spectral entropy,B4 std,B2 B1 ratio,log B2 B1,spectral slope norm,lr B2 B4,clr B2,clr B4,ilr 3,alr B4,lr B1 B4,band gradient proper,lr B3 B4,ssn_B1,rolloff_norm_B3,curvature_B2,flat_fraction,vote_ssn_B1,wvote_ssn_B1,vote_lr_B2_B4,wvote_lr_B2_B4,vote_spectral_spread,wvote_spectral_spread,vote_rolloff_norm_B3,wvote_rolloff_norm_B3,vote_curvature_B2,wvote_curvature_B2,total_votes,weighted_score,weighted_score_norm,prediction,flat_override
HARQST1,HARQST1_on_2025-07-04,HAR,ON,cluster,415.78,831554.1,13.63,931.86,5697.56,2114.8,9376.5,16918394.0,16.64,303000.8,6402.26,12804525.0,16.37,17868.9,0.0,303000.8,3.68,223114.5,12.32,111.56,222.92,1806.58,0.18,0.24,0.21,-0.48,2463.61,143.28,11.97,0.22,0.24,357.97,16.06,0.27,0.11,4.05,1788.52,1529.6,3059201.0,14.93,0.8,2415.55,0.06,0.06,-0.0004,-1.3,-0.68,0.62,-0.72,1.71,1.43,-0.48,-2.62,-0.08887569433691,0.5715,0.6089577449555814,0.004125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.738,1.0,0.719,2.0,1.457,0.3595755182625864,ON,0
HARQST1,HARQST1_off_2025-04-21,HAR,OFF,cluster,11.73,23464.17,10.06,24.71,277.69,1029.98,3735.0,8239822.0,15.92,64857.37,3506.84,7013670.0,15.76,6797.53,0.0,64857.37,50.44,19241.95,9.86,9.62,11.29,71.6,0.14,0.17,0.16,-0.59,2020.52,62.97,7.94,0.16,0.17,78.37,7.7,0.82,0.04,5.9,1555.43,591.72,1183446.0,13.98,0.78,1090.33,0.0,0.0,-0.0004,-3.92,-2.36,1.57,-1.81,1.94,1.78,-0.59,-4.12,-0.1348718506938644,0.9575,-0.5531347857744213,0.03225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OFF,0
Harq_ST1,20250525_1140,Har,OFF,cluster,13.87,27747.66,10.23,28.37,251.46,817.68,2612.16,6540591.0,15.69,37370.28,2779.68,5559368.0,15.53,4619.01,0.0,37370.28,33.95,11452.83,9.35,5.73,8.66,97.1,0.14,0.17,0.16,-0.59,2043.41,45.7,6.76,0.16,0.17,52.03,6.23,0.41,0.04,6.18,1531.73,471.01,942022.9,13.76,0.79,824.13,0.0,0.0,-0.0004,-3.52,-1.99,1.54,-1.78,1.94,1.78,-0.59,-4.41,-0.1787127026547172,0.9635,-0.8086031938576924,0.0405050631328916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OFF,0
Harq_ST1,20251118_1033,Har,OFF,cluster,13.93,27850.86,10.23,30.69,311.26,712.3,2383.95,5698380.0,15.56,39620.05,2453.63,4907250.0,15.41,4252.06,0.0,39620.05,27.05,10012.98,9.21,5.01,6.76,76.39,0.13,0.15,0.14,-0.62,1980.96,55.62,7.46,0.14,0.15,55.26,6.47,0.36,0.04,6.19,1467.63,376.63,753266.3,13.53,0.79,720.37,0.01,0.01,-0.0004,-3.3,-1.86,1.44,-1.66,2.02,1.87,-0.62,-4.32,-0.1704343354984987,0.9115,-0.9450212588611172,0.032625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OFF,0
Harq_ST1,20250220_1443,Har,OFF,cluster,11.14,22279.1,10.01,24.37,394.76,1038.42,3704.85,8306343.0,15.93,80002.64,3650.26,7300519.0,15.8,6699.11,0.0,80002.64,43.33,18085.17,9.8,9.05,10.79,69.35,0.12,0.13,0.12,-0.67,1858.51,77.04,8.78,0.13,0.13,90.8,7.95,0.81,0.04,6.0,1384.51,482.73,965459.9,13.78,0.78,879.27,0.0,0.0,-0.0004,-3.77,-2.34,1.43,-1.65,2.15,2.02,-0.67,-3.98,-0.1432496038934055,0.9415,-0.3674899659086356,0.049131141392674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OFF,0
Van_GT4,20250804_1627,Van,OFF,cluster,39.56,79116.16,11.28,65.67,424.21,331.45,1134.48,2651564.0,14.79,16270.97,548.1,1096194.0,13.91,397.21,0.0,3151.2,18.65,977.5,6.89,0.49,0.78,18.42,0.56,1.35,0.85,0.1,3119.14,49.09,7.01,0.81,1.26,81.59,8.34,0.01,0.06,7.32,4360.16,737.64,1475277.0,14.2,0.82,2139.95,0.07,0.07,-0.0004,-2.93,-0.29,2.64,-3.04,0.59,-0.3,0.1,-7.32,-0.0605287922429174,0.7925,-1.752706401519838,0.085,1.0,0.945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.945,0.233218163869694,OFF,0
Harq_ST1,20250817_1151,Har,ON,cluster,811.05,1622095.0,14.3,1971.51,10755.8,2030.51,8833.34,16242059.0,16.6,213557.0,6085.35,12170701.0,16.31,16829.28,0.0,213557.0,1.43,126063.4,11.74,63.06,112.05,785.54,0.14,0.19,0.17,-0.55,2241.53,105.17,10.26,0.16,0.18,226.5,13.22,0.08,0.11,4.57,1606.73,1161.6,2323199.0,14.66,0.8,1547.75,0.13,0.13,-0.0004,-0.36,0.05,0.4,-0.47,1.94,1.66,-0.55,-2.91,-0.0871829959968997,0.6355,-0.6186818801386111,0.0082510313789223,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.738,0.0,0.0,1.0,0.738,0.18213228035538,OFF,0
Van_GT4,20250726_1219,Van,OFF,cluster,23.32,46645.19,10.75,32.75,202.96,94.96,266.2,759565.8,13.54,3037.01,289.53,579056.5,13.27,438.77,0.0,3037.01,2.82,2387.82,7.78,1.19,1.65,13.91,0.17,0.23,0.2,-0.49,2440.44,31.98,5.66,0.19,0.21,30.83,4.91,0.05,0.08,5.49,1616.62,65.74,131476.2,11.79,0.81,192.88,0.08,0.08,-0.0004,-1.04,-0.15,0.89,-1.03,1.75,1.48,-0.49,-4.01,-0.2749589619912058,0.801,-2.351915761531473,0.0317539692461557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OFF,0
Harq_ST1,20250629_1937,Har,ON,cluster,441.97,883949.3,13.69,1001.6,8027.58,2161.03,12213.81,17286094.0,16.67,382216.4,7170.06,14340120.0,16.48,23673.32,0.0,382216.4,2.09,216996.6,12.29,108.55,234.7,2267.05,0.11,0.13,0.12,-0.68,1999.53,176.87,13.3,0.13,0.14,335.1,16.45,0.25,0.09,4.19,1240.76,922.51,1845029.0,14.43,0.76,1166.01,0.06,0.06,-0.0004,-0.74,-0.53,0.21,-0.24,2.24,2.05,-0.68,-2.14,-0.1025540176391017,0.544,0.4575552865405415,0.0125015626953369,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.738,1.0,0.719,2.0,1.457,0.3595755182625864,ON,0
Harq_ST1,20251011_19121,Har,ON,cluster,1528.02,3056046.0,14.93,3478.91,20196.97,2173.94,7538.87,17391512.0,16.67,244765.1,5824.52,11649030.0,16.27,13904.2,0.0,244765.1,0.84,119237.6,11.69,59.62,111.84,889.88,0.15,0.22,0.2,-0.5,2178.23,112.59,10.61,0.17,0.18,259.18,12.76,0.04,0.1,4.58,1790.02,1283.6,2567198.0,14.76,0.82,1699.66,0.26,0.23,-0.0004,0.17,0.52,0.35,-0.4,1.91,1.51,-0.5,-3.07,-0.0770562761016099,0.6615,-1.4526549852172266,0.021125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.738,0.0,0.0,1.0,0.738,0.18213228035538,OFF,0
HARQCT1,HARQCT1_off_2025-01-30,HAR,OFF,cluster,418.12,836236.9,13.64,931.85,7828.66,427.1,892.06,3416786.0,15.04,7828.66,1101.84,2203677.0,14.61,1224.36,0.0,5457.51,0.42,28815.66,10.27,14.41,24.05,259.42,0.1,0.16,0.15,-0.62,1836.54,18.33,4.28,0.12,0.12,13.99,3.56,0.03,0.17,4.34,2317.36,174.03,348056.0,12.76,0.87,354.08,0.38,0.32,-0.0004,0.88,0.82,-0.06,0.07,2.28,1.85,-0.62,-2.49,0.0472836407546867,0.8305,-0.880311781456323,0.021625,1.0,0.945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.945,0.233218163869694,OFF,0
HARQCT2,HARQCT2_off_2025-01-30,HAR,OFF,cluster,284.02,568036.5,13.25,713.76,4396.31,271.08,519.13,2168620.0,14.59,4396.31,636.28,1272568.0,14.06,499.35,0.0,3612.7,0.55,14731.41,9.6,7.37,15.08,302.68,0.14,0.25,0.22,-0.47,2193.62,16.22,4.03,0.16,0.18,15.23,3.45,0.03,0.16,4.46,2237.08,156.64,313284.0,12.65,0.88,320.56,0.45,0.37,-0.0005,0.6,0.86,0.27,-0.31,1.93,1.4,-0.47,-3.06,-0.0570451442285713,0.8405,-2.5079685174625133,0.006375,1.0,0.945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.945,0.233218163869694,OFF,0
Har_CT1,20241220_1026,Har,OFF,cluster,610.69,1221371.0,14.02,1381.8,10769.86,698.07,1311.14,5583843.0,15.54,28474.79,1860.38,3720768.0,15.13,1682.3,0.0,28474.79,0.49,41865.86,10.64,20.94,39.89,488.05,0.11,0.16,0.15,-0.61,1970.09,40.79,6.39,0.12,0.13,37.48,4.21,0.03,0.18,4.49,2233.63,299.92,599837.7,13.3,0.88,398.68,0.33,0.28,-0.0005,0.71,0.74,0.03,-0.04,2.23,1.83,-0.61,-2.66,0.0469020627750865,0.8035,-0.9030952788313134,0.0306288286035754,1.0,0.945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.945,0.233218163869694,OFF,0
Harq_ST1,20250511_1129,Har,ON,cluster,737.31,1474630.0,14.2,1811.96,9927.75,2232.69,8309.06,17859269.0,16.7,165942.6,7067.6,14135198.0,16.46,15465.96,0.0,165942.6,1.47,78889.62,11.28,39.46,78.45,653.31,0.12,0.15,0.14,-0.62,2066.97,74.32,8.62,0.13,0.14,121.82,9.68,0.05,0.08,5.19,1434.18,1085.28,2170552.0,14.59,0.8,1380.4,0.1,0.1,-0.0005,-0.39,0.07,0.46,-0.53,2.11,1.87,-0.62,-3.31,-0.0947796673971331,0.6575,-1.2481023707219436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.738,0.0,0.0,1.0,0.738,0.18213228035538,OFF,0
Harq_ST1,20250307_1027,Har,ON,cluster,1040.73,2081463.0,14.55,2874.53,17721.83,2777.82,11460.25,22219805.0,16.92,430692.2,8621.64,17243282.0,16.66,21625.02,0.0,430692.2,1.29,211741.2,12.26,105.92,165.61,1069.27,0.12,0.16,0.14,-0.62,2082.24,155.05,12.45,0.14,0.15,450.38,16.92,0.1,0.1,4.4,1460.48,1341.66,2683320.0,14.8,0.8,1727.91,0.12,0.11,-0.0005,-0.25,-0.02,0.23,-0.27,2.11,1.86,-0.62,-2.54,-0.0925228920238976,0.5645,-0.242360471916833,0.0038754844355544,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.738,1.0,0.719,2.0,1.457,0.3595755182625864,ON,0
Middletown_ST,20231118_1908,Mid,OFF,cluster,854.32,1708645.0,14.35,6480.59,161388.0,256.46,3262.68,2051400.0,14.53,161388.0,161.1,322202.8,12.68,289.28,0.0,2292.65,0.01,6407.81,8.77,3.21,18.01,273.67,0.01,0.04,0.04,-1.04,991.52,629.3,25.09,0.01,0.01,1566.22,37.42,0.0,0.04,5.59,2282.83,7.07,14144.65,9.56,0.65,0.33,5.3,1.84,-0.0005,4.79,3.01,-1.78,2.06,4.98,3.13,-1.04,-0.79,-0.3273783556236622,0.2375,-5.341078679847705,0.3170396299537442,0.0,0.0,1.0,0.839,0.0,0.0,1.0,0.738,0.0,0.0,2.0,1.577,0.3891905231984205,ON,0
Harq_ST1,20251020_1923,Har,ON,cluster,1453.17,2906335.0,14.88,3560.3,21791.2,2746.05,9827.07,21968365.0,16.91,248887.0,8163.33,16326660.0,16.61,18172.79,0.0,248887.0,0.86,223937.8,12.32,111.97,221.15,2202.7,0.11,0.15,0.14,-0.62,2024.88,90.63,9.52,0.13,0.14,145.62,10.1,0.08,0.1,4.29,1422.7,1255.72,2511433.0,14.74,0.81,1769.8,0.18,0.16,-0.0005,0.15,0.25,0.1,-0.12,2.17,1.87,-0.62,-2.42,-0.1058403773735052,0.576,-0.3434565361624185,0.005,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.738,0.0,0.0,1.0,0.738,0.18213228035538,OFF,0
Harq_ST1,20250927_1933,Har,ON,cluster,1833.83,3667651.0,15.12,4396.88,21350.68,2988.22,15800.73,23902739.0,16.99,695389.7,8664.1,17328190.0,16.67,30516.12,0.0,695389.7,0.77,98740.02,11.5,49.39,77.0,619.8,0.12,0.16,0.15,-0.61,2046.36,232.71,15.25,0.13,0.14,801.92,24.39,0.03,0.08,5.17,1554.52,1404.08,2808158.0,14.85,0.79,1806.84,0.21,0.19,-0.0005,0.27,0.58,0.32,-0.36,2.14,1.82,-0.61,-3.35,-0.0630978426769383,0.7255,-0.6973416760565302,0.0075009376172021,1.0,0.945,0.0,0.0,0.0,0.0,1.0,0.738,0.0,0.0,2.0,1.6829999999999998,0.415350444225074,ON,0
Van_GT4,20250731_0815,Van,OFF,cluster,23.4,46809.96,10.75,31.14,180.13,89.22,250.56,713772.2,13.48,2669.67,300.04,600076.5,13.3,422.63,0.0,2669.67,1.4,1318.49,7.19,0.66,0.8,16.6,0.09,0.11,0.1,-0.74,2010.55,29.92,5.47,0.1,0.1,25.17,4.53,0.03,0.08,6.12,1142.23,32.78,65567.24,11.09,0.81,108.31,0.08,0.08,-0.0005,-0.34,0.17,0.51,-0.59,2.39,2.21,-0.74,-3.91,-0.2803819589310031,0.8055,-2.395714779656011,0.04325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OFF,0
Van_GT4,20250616_0812,Van,OFF,cluster,19.3,38604.74,10.56,28.77,195.08,87.66,262.11,701154.7,13.46,3211.03,309.16,618328.3,13.33,453.14,0.0,3211.03,1.12,864.67,6.76,0.43,0.31,4.66,0.06,0.07,0.07,-0.89,1678.63,36.63,6.05,0.07,0.07,28.67,4.8,0.02,0.07,6.57,901.68,21.68,43356.99,10.68,0.8,54.03,0.06,0.06,-0.0005,-0.12,0.23,0.34,-0.4,2.78,2.66,-0.89,-3.91,-0.3007164587354261,0.8025,-2.1803775612963068,0.0425053131641455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OFF,0
HARQCT3,HARQCT3_off_2025-04-30,HAR,OFF,cluster,195.57,391149.3,12.88,646.56,11739.48,344.31,907.88,2754505.0,14.83,14510.73,1040.98,2081968.0,14.55,1474.34,0.0,14510.73,0.67,17647.85,9.78,8.82,13.06,87.24,0.1,0.13,0.12,-0.69,1929.98,42.14,6.49,0.11,0.11,52.08,6.12,0.05,0.14,4.77,1425.86,131.87,263740.4,12.48,0.84,199.8,0.19,0.17,-0.0005,0.39,0.46,0.06,-0.07,2.35,2.07,-0.69,-2.7,-0.1376579257623464,0.801,0.6875974856950018,0.009375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.719,1.0,0.719,0.1774432379072063,OFF,0
OPPD_NC1,20251022_0829,OPP,OFF,cluster,0.45,225.57,5.42,0.11,1.44,19.99,69.94,39974.37,10.6,696.99,72.29,36144.34,10.5,126.06,0.0,696.99,15.14,189.17,5.25,0.38,0.04,0.74,0.09,0.09,0.09,-0.79,482.74,34.87,5.91,0.09,0.1,37.6,5.74,0.84,0.09,5.25,226.11,6.83,3415.29,8.14,0.74,0.29,0.01,0.01,-0.0005,-2.72,-1.9,0.81,-0.94,2.46,2.36,-0.79,-2.89,-0.491935677685206,0.848,0.0212665854447107,0.3025,0.0,0.0,0.0,0.0,1.0,0.811,0.0,0.0,1.0,0.719,2.0,1.53,0.3775913129318855,ON,0
Van_GT4,20251021_1825,Van,OFF,cluster,34.43,68865.16,11.14,49.54,256.01,257.44,723.58,2059507.0,14.54,10699.26,580.59,1161189.0,13.96,383.78,0.0,2978.76,11.96,6076.99,8.71,3.04,4.89,31.61,0.4,0.71,0.54,-0.11,2818.55,41.56,6.45,0.52,0.67,94.96,8.41,0.09,0.08,5.25,3135.46,411.69,823376.5,13.62,0.84,1304.54,0.06,0.06,-0.0005,-2.48,-0.72,1.76,-2.03,0.92,0.34,-0.11,-4.91,-0.0583403993944572,0.846,-1.7047234104290951,0.1155,1.0,0.945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.945,0.233218163869694,OFF,0
Van_GT4,20250619_0826,Van,OFF,cluster,19.17,38342.81,10.55,27.41,169.62,86.71,268.9,693623.5,13.45,3039.6,315.11,630226.9,13.35,466.88,0.0,3039.6,0.63,845.88,6.74,0.42,0.68,16.09,0.03,0.04,0.04,-1.09,1367.54,35.05,5.92,0.04,0.04,30.7,4.98,0.02,0.06,6.61,723.58,12.1,24207.89,10.09,0.79,27.03,0.06,0.06,-0.0005,0.46,0.37,-0.09,0.11,3.36,3.26,-1.09,-3.35,-0.3151370315130695,0.808,-2.2932034696331205,0.0418802350293786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OFF,0
Van_GT4,20250815_0847,Van,OFF,cluster,22.11,44227.14,10.7,29.57,185.83,84.71,269.18,677654.2,13.43,3586.06,307.77,615535.3,13.33,471.2,0.0,3586.06,0.39,714.22,6.57,0.36,0.2,5.34,0.03,0.03,0.03,-1.19,1247.21,42.34,6.51,0.03,0.03,43.8,5.72,0.02,0.07,6.76,678.49,8.59,17177.48,9.75,0.79,18.58,0.07,0.07,-0.0006,0.95,0.61,-0.34,0.39,3.68,3.58,-1.19,-3.18,-0.3034525577554706,0.823,-2.4955124771058643,0.0665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OFF,0
Van_GT4,20250903_0814,Van,OFF,cluster,22.41,44828.74,10.71,29.25,168.04,88.67,274.12,709389.6,13.47,3264.48,320.01,640027.8,13.37,475.28,0.0,3264.48,0.53,704.45,6.56,0.35,0.21,6.37,0.03,0.04,0.04,-1.1,1404.55,36.81,6.07,0.04,0.04,32.9,5.12,0.02,0.07,6.81,740.92,11.91,23828.57,10.08,0.79,47.1,0.07,0.07,-0.0006,0.63,0.53,-0.1,0.12,3.39,3.29,-1.1,-3.52,-0.2994396842225826,0.8255,-2.4487701117030087,0.086125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OFF,0
Van_GT4,20250804_0825,Van,OFF,cluster,27.17,54330.78,10.9,37.18,185.35,88.42,278.14,707368.7,13.47,3427.5,315.84,631686.8,13.36,487.69,0.0,3427.5,0.38,702.86,6.56,0.35,0.34,12.34,0.03,0.03,0.03,-1.14,1329.93,38.76,6.23,0.03,0.03,44.26,5.78,0.01,0.07,6.8,730.11,10.32,20648.24,9.94,0.8,30.12,0.09,0.08,-0.0006,0.97,0.72,-0.25,0.29,3.53,3.42,-1.14,-3.38,-0.2936535306967308,0.8275,-2.209351792236932,0.087125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OFF,0
SQN2,SQN NG Unit 2 20250528_1705,SQN,OFF,cluster,7.8,3901.09,8.27,10.47,66.53,42.56,134.13,85110.1,11.35,1753.97,133.03,66513.78,11.11,241.76,0.0,1753.97,3.23,2081.43,7.64,4.16,7.3,42.13,0.15,0.19,0.17,-0.55,595.38,41.22,6.42,0.19,0.21,50.46,6.27,0.53,0.14,3.46,371.16,25.23,12613.8,9.44,0.78,46.81,0.06,0.06,-0.0006,-1.17,-0.85,0.33,-0.38,1.91,1.66,-0.55,-1.8,-0.4000157334843287,0.748,-0.3125450430346751,0.141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OFF,0
VAN1,VAN1_off_2025-09-20,VAN,OFF,cluster,23.05,46094.28,10.74,51.7,754.7,1257.48,6281.14,10059835.0,16.12,76568.7,4962.85,9925698.0,16.11,11810.64,0.0,76568.7,1.85,2664.33,7.89,1.33,2.37,38.24,0.01,0.01,0.01,-1.59,620.39,60.89,7.8,0.01,0.01,76.71,8.24,0.06,0.01,8.22,584.6,42.69,85378.19,11.35,0.7,100.1,0.0,0.0,-0.0007,-0.62,-0.78,-0.17,0.19,4.77,4.76,-1.59,-3.47,-0.3455908305761748,0.821,-1.416465711613653,0.105875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OFF,0
VAN1,VAN1_off_2025-09-15,VAN,OFF,cluster,18.29,36580.7,10.51,48.01,759.66,1131.9,5574.61,9055209.0,16.02,72645.61,4486.88,8973752.0,16.01,10454.35,0.0,72645.61,1.19,1512.94,7.32,0.76,1.01,7.7,0.0,0.0,0.0,-1.78,509.01,64.18,8.01,0.0,0.0,78.98,8.3,0.04,0.01,8.69,539.84,21.68,43363.22,10.68,0.7,35.4,0.0,0.0,-0.0007,-0.17,-0.62,-0.45,0.52,5.34,5.33,-1.78,-3.36,-0.3605907105675467,0.8105,-1.264106766701184,0.132625,0.0,0.0,0.0,0.0,1.0,0.811,0.0,0.0,0.0,0.0,1.0,0.811,0.2001480750246792,OFF,0
Van_GT4,20250619_1628,Van,OFF,cluster,41.67,83330.89,11.33,83.93,611.01,251.62,493.31,2012703.0,14.51,4278.13,934.55,1869101.0,14.44,582.14,0.0,4278.13,0.69,2604.88,7.87,1.3,2.59,26.21,0.03,0.03,0.03,-1.16,1147.44,17.0,4.12,0.03,0.03,7.67,2.62,0.03,0.06,6.58,1092.27,28.83,57666.37,10.96,0.85,68.1,0.04,0.04,-0.0008,0.37,0.18,-0.19,0.22,3.55,3.48,-1.16,-3.1,-0.0369547378639107,0.7955,-1.4638812494843887,0.1063882985373171,1.0,0.945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.945,0.233218163869694,OFF,0
VAN1,VAN1_off_2025-09-23,VAN,OFF,cluster,21.62,43240.93,10.67,55.68,846.75,1515.59,8596.16,12124704.0,16.31,118733.9,6000.52,12001043.0,16.3,16392.35,0.0,118733.9,1.83,1328.81,7.19,0.66,1.65,27.86,0.01,0.01,0.01,-1.67,544.1,78.34,8.85,0.01,0.01,93.76,9.23,0.03,0.01,9.11,550.19,39.55,79091.12,11.28,0.68,208.32,0.0,0.0,-0.0008,-0.6,-0.69,-0.08,0.1,5.03,5.02,-1.67,-4.09,-0.3521646689660554,0.7505,-0.881620635952836,0.09775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OFF,0
Van_GT4,20250804_1226,Van,OFF,cluster,40.47,80931.73,11.3,65.39,434.78,146.83,303.14,1174612.0,13.98,3364.65,535.97,1071945.0,13.88,400.16,0.0,3364.65,0.26,808.62,6.7,0.4,0.31,9.22,0.02,0.02,0.02,-1.31,1072.13,22.92,4.79,0.02,0.02,19.49,3.58,0.01,0.07,7.19,957.27,10.46,20925.89,9.95,0.85,19.75,0.08,0.07,-0.0008,1.35,0.84,-0.51,0.59,4.03,3.94,-1.31,-3.25,-0.0774682463225509,0.8235,-1.771531496363966,0.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OFF,0
VAN1,VAN1_off_2025-09-26,VAN,OFF,cluster,21.36,42722.87,10.66,53.69,889.44,1615.6,9681.2,12924823.0,16.37,126856.0,6429.21,12858426.0,16.37,18547.31,0.0,126856.0,0.51,1740.21,7.46,0.87,1.7,19.07,0.0,0.0,0.0,-2.12,355.05,78.52,8.86,0.0,0.0,97.05,9.45,0.04,0.01,8.91,519.9,10.97,21934.53,10.0,0.67,43.8,0.0,0.0,-0.0008,0.67,-0.46,-1.13,1.3,6.38,6.37,-2.12,-2.53,-0.3629108957384195,0.766,-0.7401875511335267,0.156625,0.0,0.0,0.0,0.0,1.0,0.811,0.0,0.0,0.0,0.0,1.0,0.811,0.2001480750246792,OFF,0
Van_GT4,20250616_1613,Van,OFF,cluster,38.82,77646.84,11.26,74.03,458.04,247.26,492.78,1977840.0,14.5,3499.14,932.12,1864232.0,14.44,580.08,0.0,3499.14,0.45,1088.47,6.99,0.54,0.99,28.24,0.02,0.02,0.02,-1.33,969.15,14.15,3.76,0.02,0.02,7.13,2.59,0.01,0.05,7.44,1083.68,17.44,34872.76,10.46,0.85,55.55,0.04,0.04,-0.0008,0.8,0.47,-0.33,0.38,4.04,3.98,-1.33,-3.47,-0.0168603691712992,0.807,-1.5290898327937672,0.1447680960120015,1.0,0.945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.945,0.233218163869694,OFF,0
VAN1,VAN1_off_2025-09-17,VAN,OFF,cluster,23.53,47067.79,10.76,59.17,891.31,1359.01,7136.19,10872090.0,16.2,86746.33,5406.53,10813060.0,16.2,13485.32,0.0,86746.33,0.23,1226.09,7.11,0.61,1.77,38.12,0.0,0.0,0.0,-2.3,340.13,63.83,7.99,0.0,0.0,83.81,8.68,0.03,0.01,9.08,513.0,5.37,10736.2,9.28,0.69,2.77,0.0,0.0,-0.0009,1.48,-0.08,-1.56,1.8,6.92,6.91,-2.3,-2.17,-0.3693078221181416,0.7305,-0.7730515473774283,0.22575,0.0,0.0,0.0,0.0,1.0,0.811,0.0,0.0,0.0,0.0,1.0,0.811,0.2001480750246792,OFF,0
Middletown_GT,20250731_1622,Mid,OFF,cluster,7173.55,14347091.0,16.48,64768.61,1223598.0,2215.22,32590.22,17719568.0,16.69,1223598.0,1671.61,3343213.0,15.02,4284.15,0.0,39365.94,0.0,16790.69,9.73,8.4,62.01,904.3,0.0,0.0,0.0,-1.86,558.14,552.36,23.5,0.0,0.0,705.18,24.95,0.0,0.01,7.05,2184.13,6.24,12473.04,9.43,0.53,0.31,4.29,1.67,-0.0009,7.05,3.81,-3.23,3.73,7.26,5.59,-1.86,0.3,-0.0096004630297793,0.03,-1.060747087463011,0.2487810976372046,1.0,0.945,1.0,0.839,0.0,0.0,1.0,0.738,0.0,0.0,3.0,2.522,0.6224086870681145,ON,0
Towantic_GT1,20250105_0031 GT1,Tow,OFF,cluster,355.13,710266.7,13.47,1130.79,15418.93,3715.66,28331.12,29721549.0,17.21,568365.3,14472.64,28945284.0,17.18,55267.97,0.0,568365.3,0.03,47461.56,10.77,23.74,112.74,1810.28,0.0,0.0,0.0,-2.45,399.48,152.96,12.37,0.0,0.0,141.06,11.07,0.07,0.01,7.35,424.52,9.27,18536.68,9.83,0.61,22.36,0.02,0.02,-0.0009,3.65,0.66,-2.98,3.45,7.38,7.35,-2.45,0.94,-0.2398751100227503,0.1305,-2.7972454123162733,0.2301537692211526,0.0,0.0,1.0,0.839,1.0,0.811,1.0,0.738,0.0,0.0,3.0,2.388,0.5893385982230998,ON,0
