site,spectrum_id,running_state,label_source,ssn_B1,lr_B2_B4,spectral_spread,rolloff_norm_B3,curvature_B2,flat_fraction,flat_override,vote_ssn_B1,vote_lr_B2_B4,vote_spectral_spread,vote_rolloff_norm_B3,vote_curvature_B2,total_votes,weighted_score,weighted_score_norm,prediction
GAPAC_TG3,TG3__20250722_1628,ON,cluster,-0.0757938292558174,5.65,466.51,0.721,0.8276066741764336,0.2670333791723965,0,0.0,1.0,1.0,1.0,1.0,4.0,3.107,0.766781836130306,ON
OPPD_NC1,20251027_0957,ON,cluster,-0.0594635730160223,1.74,443.59,0.144,2.7044778253642967,0.015,0,1.0,0.0,1.0,1.0,1.0,4.0,3.213,0.7929417571569595,ON
Van_GT2,20250727_1245,ON,cluster,-0.0837582889348377,3.83,479.97,0.925,0.4786741838273087,0.1427678459807476,0,0.0,1.0,1.0,0.0,1.0,3.0,2.369,0.5846495557749259,ON
OPPD_NC1,20251023_1833,ON,cluster,-0.0499202077737092,-0.43,604.27,0.144,2.202477329387359,0.0175,0,1.0,0.0,0.0,1.0,1.0,3.0,2.402,0.5927936821322803,ON
VAN1,VAN1_on_2025-09-16,ON,cluster,-0.1247681821205064,3.07,403.66,0.955,1.410206334494869,0.11125,0,0.0,0.0,1.0,0.0,1.0,2.0,1.53,0.3775913129318855,ON
GAPAC_TG5,TG5_20250914_0133,ON,manual,-0.1938541052402685,5.81,313.03,0.9605,-1.3121052242012814,0.259875,0,0.0,1.0,1.0,0.0,0.0,2.0,1.65,0.4072063178677196,ON
Millenium_GT1_step,GT1 EMI Gen 20250506_1006,ON,cluster,-0.0700221027003596,6.16,680.46,0.397,-0.7251012415941689,0.2997874734341793,0,1.0,1.0,0.0,1.0,0.0,3.0,2.522,0.6224086870681145,ON
GAPAC_TG5,TG5_20250904_0333,ON,cluster,-0.1965599024105177,5.68,272.69,0.9555,-1.3026546576933231,0.23325,0,0.0,1.0,1.0,0.0,0.0,2.0,1.65,0.4072063178677196,ON
Van_GT1,20251001_1826,ON,cluster,-0.093389747644525,3.79,484.15,0.96,1.6820578755893956,0.0365,0,0.0,1.0,1.0,0.0,1.0,3.0,2.369,0.5846495557749259,ON
Millenium_GT1_step,GT1 EMI Gen 20250506_1310,ON,cluster,-0.0579100767935001,6.01,531.76,0.441,-1.118130081624031,0.2521565195649456,0,1.0,1.0,1.0,1.0,0.0,4.0,3.333,0.8225567620927937,ON
VAN1,VAN1_on_2025-09-19,ON,cluster,-0.1265739521028303,3.52,403.95,0.955,1.3752498074257844,0.09725,0,0.0,1.0,1.0,0.0,1.0,3.0,2.369,0.5846495557749259,ON
Van_GT1,20251001_1926,ON,cluster,-0.0924060521183012,4.11,487.21,0.958,1.7937241704570928,0.033875,0,0.0,1.0,1.0,0.0,1.0,3.0,2.369,0.5846495557749259,ON
Van_GT1,20251001_2027,ON,cluster,-0.090914590234568,4.13,490.28,0.9555,1.548711291353879,0.041375,0,0.0,1.0,1.0,0.0,1.0,3.0,2.369,0.5846495557749259,ON
VAN1,VAN1_on_2025-09-23,ON,cluster,-0.1294858936982154,3.3,408.35,0.839,1.252956893287332,0.09975,0,0.0,0.0,1.0,0.0,1.0,2.0,1.53,0.3775913129318855,ON
Van_GT2,20250814_1659,ON,cluster,0.0685513427049224,7.83,457.71,0.8075,-0.1040119511204159,0.21825,0,1.0,1.0,1.0,0.0,1.0,4.0,3.314,0.8178677196446199,ON
Van_GT1,20250728_1625,ON,cluster,-0.0803348574818852,3.84,512.17,0.8405,1.748096678297918,0.0586323290411301,0,0.0,1.0,1.0,0.0,1.0,3.0,2.369,0.5846495557749259,ON
Van_GT1,20251001_2127,ON,cluster,-0.0831506780644451,4.41,502.87,0.958,1.414046895963546,0.041875,0,0.0,1.0,1.0,0.0,1.0,3.0,2.369,0.5846495557749259,ON
Van_GT1,20250729_1637,ON,cluster,-0.098754927011503,3.86,472.32,0.835,2.062639616777319,0.0591323915489436,0,0.0,1.0,1.0,0.0,1.0,3.0,2.369,0.5846495557749259,ON
Van_GT1,20251001_1626,ON,cluster,-0.0983547621220844,4.59,475.5,0.965,1.6084738213448124,0.0541317664708088,0,0.0,1.0,1.0,0.0,1.0,3.0,2.369,0.5846495557749259,ON
OPPD_NC1,20251027_0852,ON,cluster,-0.054199677941578,1.65,452.18,0.144,2.410452700595744,0.0,0,1.0,0.0,1.0,1.0,1.0,4.0,3.213,0.7929417571569595,ON
Middletown_GT,20250731_1926,ON,cluster,0.0310791293703826,9.18,805.81,0.531,-1.927601483136208,0.3996749593699212,0,1.0,1.0,0.0,1.0,0.0,3.0,2.522,0.6224086870681145,ON
OPPD_NC1,20251024_1712,ON,cluster,-0.0559929510388641,1.27,484.1,0.144,2.3824381274512643,0.0,0,1.0,0.0,1.0,1.0,1.0,4.0,3.213,0.7929417571569595,ON
Middletown_GT,20250801_1554,ON,cluster,0.030039509258424,8.68,650.27,0.321,0.9983781287177218,0.3885485685710714,0,1.0,1.0,0.0,1.0,1.0,4.0,3.241,0.7998519249753209,ON
Middletown_ST,20250806_1135,ON,cluster,0.055187149916916,9.32,802.46,0.108,-2.2436116859529185,0.3524190523815477,0,1.0,1.0,0.0,1.0,0.0,3.0,2.522,0.6224086870681145,ON
Middletown_ST,20231108_1958,ON,cluster,0.0574774619779409,9.62,873.42,0.0175,-1.881169549925949,0.3991748968621078,0,1.0,1.0,0.0,1.0,0.0,3.0,2.522,0.6224086870681145,ON
Van_GT1,20251001_1726,ON,cluster,-0.0989282299810122,5.05,478.24,0.8185,2.063216649667323,0.0565,0,0.0,1.0,1.0,0.0,1.0,3.0,2.369,0.5846495557749259,ON
Middletown_GT,20240330_1959,ON,cluster,0.0287447031073925,8.71,648.41,0.244,1.8740490351591403,0.3771721465183147,0,1.0,1.0,0.0,1.0,1.0,4.0,3.241,0.7998519249753209,ON
