site,spectrum_id,org,true_label,label_source,cv_fold,total_power,mean_power,max_power,std_power,B1_power,B1_mean,B1_max,B1_std,B2_power,B2_mean,B2_max,B2_std,B3_power,B3_mean,B3_max,B3_std,B4_power,B4_mean,B4_max,B4_std,B1_frac,B2_frac,B3_frac,B4_frac,log_total,B1_log,B2_log,B3_log,B4_log,B2_B1_ratio,B3_B1_ratio,B4_B1_ratio,B4_B2_ratio,B3_B2_ratio,hi_lo_ratio,log_B2_B1,log_B4_B1,log_hi_lo,spectral_centroid,spectral_spread,spectral_skew,spectral_kurtosis,spectral_entropy,spectral_flatness,peak_freq_mhz,peak_to_mean,spectral_slope,rolloff_freq_mhz,crest_factor,amplitude_cv,band_gradient,band_range,LogReg_L1__all__pred,LogReg_L1__all__correct,LogReg_L1__all__prob_ON,LogReg_L2__all__pred,LogReg_L2__all__correct,LogReg_L2__all__prob_ON,LogReg_EN__all__pred,LogReg_EN__all__correct,LogReg_EN__all__prob_ON,LinearSVM__all__pred,LinearSVM__all__correct,LinearSVM__all__prob_ON,RBF_SVM__all__pred,RBF_SVM__all__correct,RBF_SVM__all__prob_ON,Ridge__all__pred,Ridge__all__correct,Ridge__all__decision,LogReg_L1__rfecv__pred,LogReg_L1__rfecv__correct,LogReg_L1__rfecv__prob_ON,LogReg_L2__rfecv__pred,LogReg_L2__rfecv__correct,LogReg_L2__rfecv__prob_ON,LogReg_EN__rfecv__pred,LogReg_EN__rfecv__correct,LogReg_EN__rfecv__prob_ON,LinearSVM__rfecv__pred,LinearSVM__rfecv__correct,LinearSVM__rfecv__prob_ON,RBF_SVM__rfecv__pred,RBF_SVM__rfecv__correct,RBF_SVM__rfecv__prob_ON,Ridge__rfecv__pred,Ridge__rfecv__correct,Ridge__rfecv__decision,LogReg_L1__si__pred,LogReg_L1__si__correct,LogReg_L1__si__prob_ON,LogReg_L2__si__pred,LogReg_L2__si__correct,LogReg_L2__si__prob_ON,LogReg_EN__si__pred,LogReg_EN__si__correct,LogReg_EN__si__prob_ON,LinearSVM__si__pred,LinearSVM__si__correct,LinearSVM__si__prob_ON,RBF_SVM__si__pred,RBF_SVM__si__correct,RBF_SVM__si__prob_ON,Ridge__si__pred,Ridge__si__correct,Ridge__si__decision
Van_GT4,20250616_0812,Van,OFF,cluster,0,701154.6574679464,87.65528909463013,3211.0260863104486,262.11217076525764,618328.2579949843,309.1641289974921,3211.0260863104486,453.1385118099793,38604.735486644866,19.30236774332243,195.08244387747618,28.772915951252227,864.6718685276624,0.4325522103690157,4.658103155874471,0.3092228515333848,43356.9921177895,21.67849605889475,665.2526390740095,54.02864565294358,0.8818714265236858,0.05505880204241486,0.0012332113312207315,0.061836560102678316,13.460485191963357,13.334776374490152,10.56115613215177,6.763505932057442,10.677246327794762,0.06243404694419705,0.001398402640257916,0.07011970026780029,1.1231003546615559,0.02239807779033724,0.06731533417416412,0.060562546425512495,0.06777051162605824,0.06514646209229376,901.6764714466949,1678.6253283618898,4.795027197049261,28.671947956690857,0.7975398064538851,0.06772881469574138,0.03054,36.63242822506984,-0.00041999935259046984,0.15258,6.052472901577428,1.5052900837241125,-0.8858433488984634,6.57127044243271,OFF,1,0.0314,OFF,1,0.391,OFF,1,0.4992,OFF,1,0.7011,ON,0,0.7065,OFF,1,-0.7242,OFF,1,0.0844,OFF,1,0.0214,OFF,1,0.3478,OFF,1,0.2934,ON,0,0.6841,OFF,1,-0.4474,OFF,1,0.0881,OFF,1,0.2891,ON,0,0.5007,OFF,1,0.6156,ON,0,0.7517,OFF,1,-0.4761
Van_GT4,20250616_1212,Van,OFF,cluster,0,3902010.8873518743,487.8123374611669,14233.462824240327,1087.6794390516793,1577128.9239656387,788.5644619828194,3396.1989972032607,521.3209456062895,67493.46519782976,33.74673259891488,325.80563980859006,57.57375034409062,7815.764535744182,3.9098371864653236,57.342196425278416,6.066570470542539,2249572.7336526616,1124.7863668263308,14233.462824240327,1876.1822401791771,0.40418362979913874,0.0172970981235869,0.0020030094126796253,0.5765162626645948,15.1770028466372,14.27111724934018,11.119800876429489,8.964026005692222,14.626251304522432,0.042795147671299355,0.004955691584228095,1.4263721243503407,33.33023022340933,0.1158003150782025,1.3725877216929085,0.04190474989348307,0.8863971888455046,0.8639812251884459,4175.784063993011,2840.753577656503,5.367993147185287,40.441478254308684,0.8635965527153577,0.08144961839502425,40.64,29.178152603347158,-0.00020274278696638543,57.58,5.401680535082478,1.130055098344544,0.11837801839408375,5.66222529883021,OFF,1,0.0002,OFF,1,0.0,OFF,1,0.2348,OFF,1,0.6822,ON,0,0.7062,OFF,1,-0.8819,OFF,1,0.2191,OFF,1,0.1306,OFF,1,0.397,OFF,1,0.5,ON,0,0.684,OFF,1,-0.1177,OFF,1,0.4347,OFF,1,0.0,OFF,1,0.3875,OFF,1,0.3224,ON,0,0.7504,OFF,1,-0.1635
Van_GT4,20250616_1613,Van,OFF,cluster,0,1977840.4908098532,247.2609689723532,3499.136064008868,492.777336107837,1864232.4285112007,932.1162142556003,3499.136064008868,580.0846971047936,77646.83711539654,38.82341855769827,458.04431601433316,74.02871603111538,1088.4694471245298,0.5445069770507903,28.24141515968313,0.9901339921298595,34872.755736131396,17.436377868065698,983.4431783307955,55.55421210742834,0.9425595426797364,0.03925839190581188,0.0005503322700602825,0.017631733144391377,14.49751665186164,14.438360496275049,11.259938973911968,6.9934461109667065,10.459489840670177,0.04165083491084029,0.0005838700316962147,0.018706227401034167,0.449120106255653,0.014018207148513455,0.0185187749927561,0.04080679591916366,0.01853341768151877,0.018349390479234454,1083.678396421957,969.1453741010735,2.592533003752467,7.128460016773266,0.8497471562986205,0.04843835834222277,0.16581,14.151590841653213,-0.0007687471235279239,0.25788,3.761860024174071,1.3345187122692912,-1.3262902185349574,7.444914385308342,OFF,1,0.1962,ON,0,0.5159,OFF,1,0.4987,OFF,1,0.7016,ON,0,0.7065,OFF,1,-0.437,OFF,1,0.168,OFF,1,0.074,OFF,1,0.3804,OFF,1,0.4228,ON,0,0.684,OFF,1,-0.2216,OFF,1,0.403,OFF,1,0.322,ON,0,0.5004,OFF,1,0.6309,ON,0,0.7517,ON,0,0.0452
Van_GT4,20250619_0826,Van,OFF,cluster,0,693623.5300716838,86.71378048152067,3039.5988320169417,268.9032853867148,630226.9470390894,315.1134735195447,3039.5988320169417,466.8830459819801,38342.814764597104,19.17140738229855,169.61874271470242,27.41038812650963,845.8816248500335,0.4231523886193264,16.086110268770653,0.6844224609099882,24207.88664314731,12.103943321573656,401.18006828799844,27.03345466072596,0.9086008760025158,0.055278999489297154,0.0012195111442695927,0.03490061336391731,13.449686070131753,13.35383685362336,10.554348509944143,6.741560926738615,10.094475061396222,0.06083969424772641,0.0013421857456631825,0.03841137983204552,0.6313539261824803,0.022061020559424254,0.03747367843913416,0.059060758912019624,0.03769202591384619,0.03678860262174008,723.5838244601789,1367.541087034853,4.979650638070126,30.70169826999652,0.790603254226074,0.06416121963620199,0.033645,35.05323854103209,-0.00045558980575507123,0.14124,5.920577551246133,1.5491866204899036,-1.086453930742379,6.612275926884744,OFF,1,0.0278,OFF,1,0.3004,OFF,1,0.4988,OFF,1,0.701,ON,0,0.7065,OFF,1,-0.7401,OFF,1,0.0782,OFF,1,0.019,OFF,1,0.3445,OFF,1,0.2802,ON,0,0.6841,OFF,1,-0.4751,OFF,1,0.0773,OFF,1,0.2598,ON,0,0.5003,OFF,1,0.6078,ON,0,0.7517,OFF,1,-0.4166
Van_GT4,20250619_1227,Van,OFF,cluster,0,4654181.709546501,581.8454443738593,18268.84530857578,1688.4769379054108,1297161.1935711494,648.5805967855747,15586.341004292539,558.3853077725735,62046.821694612474,31.023410847306238,277.09521843237235,49.34276040595549,16241.986349865176,8.12505570278398,72.66672446800749,12.346565915669235,3278731.707930874,1639.365853965437,18268.84530857578,3054.965198497981,0.2787087558078053,0.013331413676295475,0.0034897619739577765,0.7044700685419415,15.353276880678523,14.075689508349166,11.035660684369677,9.69541648534874,15.002967536167116,0.0478327766834796,0.012521178115988544,2.527620872546946,52.84286315285547,0.261769836165737,2.424186480120233,0.046724008933802776,1.2606236699400404,1.2308639194483966,4857.243806829997,2617.8845787980463,6.10533000971613,43.463567346062185,0.8296717842273234,0.07137716822636901,44.245,31.3981066367758,-0.0001747970431331197,57.79,5.603401345300984,1.271249854943049,0.30909267593931666,5.307551050818375,OFF,1,0.0001,OFF,1,0.0,OFF,1,0.2278,OFF,1,0.6809,ON,0,0.7061,OFF,1,-1.1057,OFF,1,0.1744,OFF,1,0.099,OFF,1,0.3868,OFF,1,0.4514,ON,0,0.684,OFF,1,-0.2211,OFF,1,0.4565,OFF,1,0.0001,OFF,1,0.3928,OFF,1,0.4174,ON,0,0.7498,OFF,1,-0.3828
Van_GT4,20250619_1628,Van,OFF,cluster,0,2012703.043589719,251.61933286532306,4278.131235549459,493.31352356788193,1869100.9024212111,934.5504512106056,4278.131235549459,582.1388504764847,83330.89306357264,41.66544653178632,611.0094351978623,83.93330340192969,2604.8746445020747,1.3030888666843796,26.206230519397877,2.5921450952723117,57666.37346043326,28.833186730216628,1054.089926900575,68.10277464047103,0.928652097175553,0.04140247779173095,0.0012942170742963647,0.02865120795841967,14.514989671254543,14.44096860738116,11.330586624789788,7.8655236538808815,10.962446841276,0.044583410641759476,0.0013936511619711688,0.030852466758590758,0.6920167460073651,0.031259411110397824,0.03086983537365476,0.04361815583111794,0.030386097568076753,0.030402946214518084,1092.2717285694089,1147.4362541655682,2.6184235178987993,7.665383707697771,0.8543278176886262,0.05843598415234152,0.16365,17.002394795465058,-0.0007146649380661149,0.25599,4.123396026973087,1.2816960642115718,-1.1595072553683867,6.575444953500279,OFF,1,0.1961,OFF,1,0.3129,OFF,1,0.4989,OFF,1,0.7012,ON,0,0.7065,OFF,1,-0.4027,OFF,1,0.1887,OFF,1,0.091,OFF,1,0.3863,OFF,1,0.4492,ON,0,0.684,OFF,1,-0.1791,OFF,1,0.3727,OFF,1,0.2598,ON,0,0.5006,OFF,1,0.6234,ON,0,0.7517,OFF,1,-0.0108
Van_GT4,20250726_1219,Van,OFF,cluster,0,759565.7940386598,94.95759395407673,3037.0108382372564,266.20394418746446,579056.534741028,289.528267370514,3037.0108382372564,438.76678581592313,46645.19280716183,23.322596403580917,202.9564857605228,32.74960231486743,2387.818211564636,1.1945063589617988,13.90686066339208,1.6491898554676658,131476.24827890538,65.7381241394527,2063.715788736532,192.8755090687038,0.7623520428192894,0.061410338871562865,0.003143662116310496,0.17309395619283716,13.540503541902414,13.269157120773833,10.750346591094297,7.778554050485201,11.786589098740354,0.0805537801726777,0.004123635721732108,0.22705252491016023,2.8186451885755752,0.051191088894948736,0.21394229965578326,0.07747366913908472,0.20461497240029838,0.19387316239391006,1616.6167153591682,2440.438420312744,4.907557593412119,30.826489205793997,0.8138586915084289,0.08250904137962765,0.0327,31.98281160854616,-0.0003835141132478678,38.47,5.655334791851268,1.3900707358789632,-0.49418934067782655,5.490603070288633,OFF,1,0.198,ON,0,0.9212,OFF,1,0.4963,ON,0,0.7026,ON,0,0.7065,OFF,1,-0.083,OFF,1,0.1116,OFF,1,0.0326,OFF,1,0.3591,OFF,1,0.3436,ON,0,0.6841,OFF,1,-0.3515,OFF,1,0.3933,ON,0,0.8716,ON,0,0.501,ON,0,0.7217,ON,0,0.7516,ON,0,0.0948
Van_GT4,20250726_1621,Van,OFF,cluster,0,4902272.264724723,612.7840330905904,35300.65075124148,2471.7791723744963,1155995.4079673837,577.9977039836918,2807.109944811222,371.5913878735571,70285.4660411649,35.14273302058245,404.2633139254176,56.856092979254065,22751.78330508332,11.375891652541661,120.31387406620433,18.49677939724096,3653239.607411091,1826.6198037055456,35300.65075124148,4703.95000094463,0.2358080795074519,0.014337324050097742,0.004641068891419661,0.7452135275510308,15.405209587074348,13.96047322091498,11.160334542069563,10.032442759976378,15.111125169310831,0.06080081768204324,0.019681551629230673,3.160254428546144,51.97716986353167,0.32370537731704474,2.9976748953906873,0.0590241112655697,1.42557623311114,1.3857129159610837,5116.67837464395,2457.877302282017,7.990609038602362,73.935827677894,0.7795869122017766,0.053536621014349035,39.065,57.60700156170205,-0.0002678300026013685,68.115,7.589927638735829,1.4901223686196623,0.38355064946528356,5.078682409334453,OFF,1,0.0002,OFF,1,0.0,OFF,1,0.2595,OFF,1,0.6829,ON,0,0.7061,OFF,1,-0.8893,OFF,1,0.1322,OFF,1,0.065,OFF,1,0.3728,OFF,1,0.3893,ON,0,0.684,OFF,1,-0.3422,ON,0,0.6149,OFF,1,0.0158,OFF,1,0.4118,OFF,1,0.5527,ON,0,0.7499,OFF,1,-0.334
Van_GT4,20250731_0815,Van,OFF,cluster,0,713772.1756512288,89.22152195640359,2669.6676894342672,250.5602251092108,600076.4855772428,300.0382427886214,2669.6676894342672,422.63091570482914,46809.9634743992,23.4049817371996,180.1260185531728,31.14056222770894,1318.4902916661933,0.6592451458330967,16.595668435507832,0.801191112054371,65567.2363079206,32.7836181539603,1509.1732949321304,108.30705233822056,0.840711512787322,0.06558109866315662,0.00184721447072833,0.09186017407879286,13.478320509689627,13.30481406848883,10.753872716744103,7.185000798331009,11.090846655045073,0.07800666181627232,0.0021972037287808005,0.10926479854437057,1.4007111187424706,0.028166872900020973,0.10339639468030316,0.07511365226017098,0.10369745222406009,0.09839305438692839,1142.2330272602285,2010.548624656056,4.525436214187758,25.16847978820046,0.8108635856493026,0.08026959461504934,0.033645,29.92179051524987,-0.00042180271009044335,0.462,5.470081399270933,1.4075293215064992,-0.7379891378145853,6.11981327015782,OFF,1,0.0437,ON,0,0.5697,OFF,1,0.4995,OFF,1,0.7013,ON,0,0.7065,OFF,1,-0.6726,OFF,1,0.1084,OFF,1,0.0307,OFF,1,0.3576,OFF,1,0.3374,ON,0,0.6841,OFF,1,-0.3611,OFF,1,0.116,OFF,1,0.4708,ON,0,0.5011,OFF,1,0.6487,ON,0,0.7517,OFF,1,-0.521
Van_GT4,20250731_1218,Van,ON,cluster,0,127138601.0837422,15892.325135467776,287926.3023596406,40853.21782429874,126813474.99734396,63406.73749867198,287926.3023596406,60543.82102713162,86495.0902518993,43.24754512594965,1023.7325614093606,76.90451362369272,3229.0174781632995,1.6145087390816497,20.481991537904833,2.393602041205051,235401.97866819202,117.70098933409601,5600.307919085026,464.0559664627404,0.997442742930732,0.0006803212361517782,2.539761685781368e-05,0.001851538216258492,18.660788404318037,18.658227871901914,11.36785449249844,8.08024282739813,12.369054127373932,0.0006820654528527841,2.546273160822148e-05,0.0018562852147464657,2.7215646342458313,0.03733180078455452,0.0018804653459069572,0.000681832951926356,0.0018545644465092275,0.0018786994843627775,597.4837486833859,481.14345651860316,2.973975825014828,9.275974939565224,0.7902431982146724,0.002168237566568201,0.05025,18.1173176300715,-0.0010743619607016075,0.169995,4.256444247261189,2.0866917279475756,-2.096391248175994,10.577985044503784,OFF,0,0.054,OFF,0,0.0307,ON,1,0.5024,OFF,0,0.6995,ON,1,0.7065,OFF,0,-0.5287,OFF,0,0.0842,OFF,0,0.0639,OFF,0,0.3793,OFF,0,0.3125,ON,1,0.684,OFF,0,-0.5672,OFF,0,0.1358,OFF,0,0.1136,ON,1,0.502,OFF,0,0.5711,ON,1,0.7517,OFF,0,-0.142
Van_GT4,20250731_1620,Van,OFF,cluster,0,5057864.805108876,632.2331006386095,21281.376497895457,2073.4888984220224,1124623.15558339,562.3115777916951,3145.3623850469157,396.2798254274103,69768.20487230708,34.88410243615354,408.12387302298157,56.57446847868136,36690.806116936896,18.34540305846845,202.82129731236728,30.167058947406474,3826782.6385362423,1913.3913192681212,21281.376497895457,3828.359582658691,0.22235136740852077,0.013794003509511607,0.0072542085505876005,0.7566004205313801,15.43645517464397,13.932959453876315,11.152948000455947,10.510308742546494,15.157535227282143,0.06203696280471239,0.03262497836252641,3.4027243877507787,54.84995128490612,0.5258958028741627,3.234679664106001,0.0601887271149297,1.4822235283462357,1.4433076851265132,5270.53674662342,2476.8791909904803,5.785367502423902,36.68808790747524,0.8065151671684375,0.06805811513124692,44.28,33.660649017579246,-0.00010891509529317119,69.095,5.801779814618686,1.351804444749449,0.40819192446860936,4.647226484735649,OFF,1,0.0001,OFF,1,0.0,OFF,1,0.2315,OFF,1,0.6818,ON,0,0.706,OFF,1,-1.0047,OFF,1,0.1737,OFF,1,0.1281,OFF,1,0.3906,OFF,1,0.4652,ON,0,0.6839,OFF,1,-0.2581,ON,0,0.5706,OFF,1,0.0104,OFF,1,0.3985,OFF,1,0.5433,ON,0,0.7496,OFF,1,-0.3069
Van_GT4,20250804_0825,Van,OFF,cluster,0,707368.7292949476,88.42109116186845,3427.499837433046,278.143778984006,631686.8488711662,315.84342443558313,3427.499837433046,487.6855470910362,54330.78432947872,27.165392164739362,185.35035283482648,37.18472541181212,702.8601318634121,0.35143006593170606,12.33685767512361,0.335583087812123,20648.23596243916,10.324117981219581,506.36510549535524,30.120709350058068,0.8930092930469015,0.07680687890123669,0.0009936262415274854,0.029190201810334167,13.46930876334083,13.356150641101289,10.902864681440995,6.5565796600889055,9.935433598307064,0.08600904772116537,0.001112671782099502,0.03268745581660466,0.3800467123176763,0.012936682960218531,0.03112324678107323,0.08250955271199806,0.032164584644206524,0.03064873890013608,730.1087962630903,1329.9333978612294,5.781502190848209,44.25718340739276,0.7951963800483676,0.06599196685524854,0.033375,38.763374127046255,-0.0005009479962077101,0.15042,6.226023941992645,1.5083232869259933,-1.1402390142647416,6.799570981012383,OFF,1,0.044,ON,0,0.6214,OFF,1,0.4985,OFF,1,0.7017,ON,0,0.7065,OFF,1,-0.6396,OFF,1,0.098,OFF,1,0.0248,OFF,1,0.3517,OFF,1,0.3096,ON,0,0.6841,OFF,1,-0.402,OFF,1,0.1256,ON,0,0.5598,ON,0,0.5001,OFF,1,0.6489,ON,0,0.7517,OFF,1,-0.2736
Van_GT4,20250804_1226,Van,OFF,cluster,0,1174611.5590826285,146.82644488532856,3364.654054005223,303.1412832052848,1071945.3174927502,535.9726587463751,3364.654054005223,400.16296213317537,80931.73226124966,40.46586613062483,434.77779548993567,65.39153257238509,808.6174671152687,0.40430873355763436,9.219414155091954,0.31182744712288474,20925.891861513417,10.462945930756709,342.88176863692934,19.753734428292177,0.9125955803890943,0.06890084780406669,0.000688412659370387,0.01781515914746875,13.97644891423426,13.884986542393273,11.301373622716227,6.696561873294621,9.94879030281266,0.07549987013374078,0.0007543458177566816,0.01952141729620963,0.2585622632381765,0.009991352520356786,0.01885240870502846,0.0727855489759805,0.019333318458806634,0.01867690440298506,957.2654010204674,1072.1280502557454,3.575048172243972,19.493738888161626,0.8528413002492146,0.06703207243626057,0.030405,22.91585862908229,-0.0007072939599439508,0.256935,4.78705114122668,1.2647123339325048,-1.3120654131935379,7.188424669098652,OFF,1,0.2112,ON,0,0.7888,OFF,1,0.4993,ON,0,0.7024,ON,0,0.7065,OFF,1,-0.3732,OFF,1,0.1809,OFF,1,0.0722,OFF,1,0.3809,OFF,1,0.4318,ON,0,0.684,OFF,1,-0.1849,OFF,1,0.429,ON,0,0.5696,ON,0,0.5006,OFF,1,0.6557,ON,0,0.7517,ON,0,0.1293
Van_GT4,20250804_1627,Van,OFF,cluster,0,2651563.7462628465,331.4454682828558,16270.965166306356,1134.4745972914593,1096193.5856085247,548.0967928042623,3151.1997086113697,397.2060412725316,79116.15568239424,39.55807784119712,424.21480719067404,65.6660815498234,977.5005795366588,0.4887502897683294,18.41655149078747,0.7798418540077954,1475276.504392391,737.6382521961955,16270.965166306356,2139.9495774321194,0.41341400415265006,0.02983754616267541,0.0003686506051058975,0.5563797990795687,14.790660493991284,13.907355272345068,11.278685016236777,6.886021379106429,14.204356668631329,0.07217352548035819,0.0008917225865658864,1.3458174940624945,18.64696902483646,0.012355258810203128,1.2560552789677435,0.06968792033286474,0.8526339526878676,0.8136178364241555,4360.1562665286465,3119.1437895054023,8.337073486148771,81.58852130502684,0.816353116993638,0.055176361663615905,68.955,49.090926632962116,-0.0003520575340708648,70.67,7.0064917492592285,1.3358315442857995,0.09900046542875351,7.318335289524899,OFF,1,0.0,OFF,1,0.0,OFF,1,0.1079,OFF,1,0.6668,ON,0,0.7061,OFF,1,-1.5655,OFF,1,0.161,OFF,1,0.0598,OFF,1,0.3752,OFF,1,0.4062,ON,0,0.684,OFF,1,-0.2316,OFF,1,0.2235,OFF,1,0.0,OFF,1,0.2904,OFF,1,0.1565,ON,0,0.7495,OFF,1,-0.3253
Van_GT4,20250815_0847,Van,OFF,cluster,0,677654.1774917577,84.7067721864697,3586.061796206108,269.17935316805085,615535.3367000702,307.7676683500351,3586.061796206108,471.1977444578689,44227.1417482304,22.1135708741152,185.8322291991144,29.571838704215295,714.2198504751866,0.35710992523759333,5.3448050843237525,0.20382904019897444,17177.479192981864,8.588739596490932,332.91381206945516,18.583714868060305,0.9083325347131899,0.06526506176340709,0.0010539591936388137,0.025348444329764044,13.426393849777636,13.330249258932437,10.697116556600415,6.572589978612822,9.751412669674771,0.07185150731599502,0.0011603230682141028,0.027906568752077948,0.38839225221423607,0.016148903642130903,0.02711839431291929,0.06938753375914591,0.027524276474611965,0.026757206008830615,678.4948906600224,1247.2076981450978,5.721329327677414,43.798897827256106,0.7911631203967864,0.06578836783717314,0.032025,42.33500703235011,-0.0004906448209062175,0.1434,6.5065357166068125,1.5335239493713944,-1.1929455297525553,6.757659280319615,OFF,1,0.0356,OFF,1,0.3919,OFF,1,0.4985,OFF,1,0.7013,ON,0,0.7065,OFF,1,-0.6854,OFF,1,0.0854,OFF,1,0.0209,OFF,1,0.3471,OFF,1,0.2909,ON,0,0.6841,OFF,1,-0.4464,OFF,1,0.0986,OFF,1,0.317,ON,0,0.5001,OFF,1,0.614,ON,0,0.7517,OFF,1,-0.318
Van_GT4,20250815_1248,Van,OFF,cluster,0,5268475.239416312,658.559404927039,34203.88250042708,2543.483613476347,1063464.80226291,531.7324011314549,3356.680529995414,391.34796838712435,65163.9786642937,32.581989332146854,336.90152700933686,51.9387107262761,14910.98114746883,7.455490573734415,71.06771898928946,13.526544781075877,4124935.47734164,2062.46773867082,34203.88250042708,4787.313861454705,0.20185437986052485,0.0123686599448673,0.0028302270523949164,0.7829467331422129,15.47725174007823,13.877043757264243,11.08467746655425,9.609920272672214,15.232561178200017,0.06127516258701957,0.014021132731169145,3.878770099922869,63.30085365917932,0.22882244842748392,3.6680319768953864,0.05947116869168167,1.5848931593961546,1.5407375646355055,5297.526712101824,2389.9265362472615,9.169174619018953,96.67358867368718,0.8011176705071341,0.06492938287166393,40.535,51.93742925015441,-8.59589829769943e-05,67.065,7.206762744100678,1.3552783869174607,0.4518391403119247,5.622640905527803,OFF,1,0.0002,OFF,1,0.0,OFF,1,0.2587,OFF,1,0.6846,ON,0,0.706,OFF,1,-0.8127,OFF,1,0.1524,OFF,1,0.0724,OFF,1,0.378,OFF,1,0.4147,ON,0,0.684,OFF,1,-0.2708,ON,0,0.8332,ON,0,0.9638,OFF,1,0.4171,ON,0,0.7484,ON,0,0.7495,OFF,1,-0.0836
Van_GT4,20250815_1649,Van,OFF,cluster,0,4175923.5068639554,521.9904383579944,20956.030317731434,1883.4308681635507,1112771.8458832572,556.3859229416286,3098.441988399485,404.97158355429633,66592.12153570872,33.29606076785436,383.8811806753256,53.632647440304076,35839.84065078845,17.919920325394227,243.74635057504292,34.72625915466426,2960719.698794201,1480.3598493971006,20956.030317731434,3550.8588713097797,0.2664732349752568,0.015946681357130083,0.008582494528905664,0.7089975891387075,15.244846330522957,13.922365517679031,11.106356570950094,10.486843322471946,14.900943275986329,0.059843463673177055,0.03220771695774577,2.6606709270591615,44.46051019957538,0.5381994119384204,2.5408267695344375,0.058121221438812494,1.2976464440175683,1.264360250592903,4935.561423908276,2599.812480973169,7.239548959769371,59.68299573395917,0.7998208349044654,0.06770486901281728,39.8,40.1463873239671,-0.00020836294714582642,68.57,6.3361176854303585,1.3715416951807147,0.32619258610243246,4.414099953514382,OFF,1,0.0002,OFF,1,0.0,OFF,1,0.2493,OFF,1,0.683,ON,0,0.7061,OFF,1,-0.8999,OFF,1,0.1646,OFF,1,0.1168,OFF,1,0.3879,OFF,1,0.4532,ON,0,0.684,OFF,1,-0.2769,ON,0,0.4957,OFF,1,0.0007,OFF,1,0.4035,OFF,1,0.4824,ON,0,0.75,OFF,1,-0.3419
Van_GT4,20250903_0814,Van,OFF,cluster,0,709389.6071103733,88.67370088879666,3264.478650265388,274.12060703935254,640027.8440099496,320.0139220049748,3264.478650265388,475.281507622844,44828.739444300474,22.414369722150237,168.0398959387676,29.25432343086449,704.450116756952,0.35222505837847595,6.368367344847684,0.20543445911924002,23828.57353936624,11.91428676968312,861.9171267233469,47.10384338913462,0.9022233164889997,0.06319339752791953,0.0009930369851716013,0.03359024899790894,13.472161580622743,13.369268523085834,10.71062702504918,6.558836062566208,10.078682673976557,0.07004185812193124,0.001100655422023952,0.037230526394033854,0.531546812027619,0.01571425218450575,0.035822133054994904,0.06769776744878038,0.03655420578999208,0.035195442857169246,740.9194195602915,1404.5508111113838,5.118159850180797,32.90438036310698,0.7934056229619103,0.06503061057396431,0.032295,36.814507768832186,-0.0004925972390635979,0.147315,6.067496004785814,1.5267166832442032,-1.0968619497030925,6.8104324605196265,OFF,1,0.0346,OFF,1,0.4748,OFF,1,0.4987,OFF,1,0.7014,ON,0,0.7065,OFF,1,-0.6892,OFF,1,0.0873,OFF,1,0.0218,OFF,1,0.3481,OFF,1,0.2947,ON,0,0.6841,OFF,1,-0.4395,OFF,1,0.1014,OFF,1,0.3823,ON,0,0.5002,OFF,1,0.6279,ON,0,0.7517,OFF,1,-0.3609
Van_GT4,20251021_1825,Van,OFF,cluster,0,2059507.34613764,257.438418267205,10699.261164736527,723.5777983175756,1161188.6691275972,580.5943345637986,2978.76131857351,383.78184274695377,68865.1560007634,34.432578000381696,256.01165784756085,49.53502809612332,6076.992928431497,3.0384964642157484,31.609009657182696,4.890098590835429,823376.528080848,411.68826404042403,10699.261164736527,1304.5380407686275,0.56381865852786,0.03343768408008438,0.002950702234603907,0.3997929551574518,14.537977845356805,13.964955614372055,11.139920131687902,8.712429810006416,13.621170096326436,0.05930574232389176,0.005233424240172716,0.7090807462828095,11.956359004832057,0.08824481466760761,0.674322947552355,0.05761373347212837,0.5359556506959654,0.5154088731454741,3135.463248594774,2818.5513264436872,8.412981681863675,94.96227711682178,0.8391012636026194,0.07524929276574423,40.115,41.560468079116326,-0.0004719021891161052,42.355,6.446740888124357,1.2527368019641165,-0.1145951726818731,5.252525804365639,OFF,1,0.0001,OFF,1,0.0,OFF,1,0.2262,OFF,1,0.6813,ON,0,0.7064,OFF,1,-1.0399,OFF,1,0.1777,OFF,1,0.0816,OFF,1,0.3833,OFF,1,0.4401,ON,0,0.684,OFF,1,-0.1978,OFF,1,0.2916,OFF,1,0.0,OFF,1,0.3735,OFF,1,0.361,ON,0,0.7509,OFF,1,-0.3531
